name,bus0,bus1,type,x,r,g,b,s_nom,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_nom_set,s_max_pu,capital_cost,overnight_cost,discount_rate,fom_cost,active,build_year,lifetime,length,carrier,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt
Fatullah_132kVtoShyampur_132kV_Line1,Fatullah_132kV,Shyampur_132kV,,0.853,0.405168,0.0,2.192e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shyampur_132kVtoFatullah_132kV_Line1,Shyampur_132kV,Fatullah_132kV,,6.3975,3.03876,0.0,0.0001644,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,30.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fatullah_132kVtoHaripur_132kV_Line1,Fatullah_132kV,Haripur_132kV,,1.06625,0.50646,0.0,2.74e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,5.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siddhirganj_132kVtoUllon_132kV_Line1,Siddhirganj_132kV,Ullon_132kV,,3.412,1.620672,0.0,8.768e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,16.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siddhirganj_132kVtoUllon_132kV_Line2,Siddhirganj_132kV,Ullon_132kV,,3.412,1.620672,0.0,8.768e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,16.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siddhirganj_132kVoMatuail_132kV_Line1,Siddhirganj_132kV,Matuail_132kV,,1.2795,0.607752,0.0,3.288e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,6.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maniknagar_132kVtoMatuail_132kV_Line1,Maniknagar_132kV,Matuail_132kV,,3.412,1.620672,0.0,8.768e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,16.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siddhirganj_132kVtoManiknagar_132kV_Line1,Siddhirganj_132kV,Maniknagar_132kV,,2.1325,1.01292,0.0,5.48e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,10.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maniknagar_132kVtoNarinda_132kV_Line1,Maniknagar_132kV,Narinda_132kV,,1.112917,0.67436,0.0,2.62e-05,135.807,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,5.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maniknagar_132kVtoNarinda_132kV_Line2,Maniknagar_132kV,Narinda_132kV,,1.112917,0.67436,0.0,2.62e-05,135.807,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,5.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ullon_132kVtoDhanmondi_132kV_Line1,Ullon_132kV,Dhanmondi_132kV,,1.224208,0.741796,0.0,2.882e-05,135.807,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,5.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ullon_132kVtoDhanmondi_132kV_Line2,Ullon_132kV,Dhanmondi_132kV,,1.224208,0.741796,0.0,2.882e-05,135.807,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,5.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tongi_132kVtoKabirpur_132kV_Line1,Tongi_132kV,Kabirpur_132kV,,4.798125,2.27907,0.0,0.0001233,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,22.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tongi_132kVtoKabirpur_132kV_Line2,Tongi_132kV,Kabirpur_132kV,,4.798125,2.27907,0.0,0.0001233,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,22.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kabirpur_132kVtoManikganj_132kV_Line1,Kabirpur_132kV,Manikganj_132kV,,6.824,3.241344,0.0,0.00017536,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,32.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kabirpur_132kVtoManikganj_132kV_Line2,Kabirpur_132kV,Manikganj_132kV,,6.824,3.241344,0.0,0.00017536,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,32.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ullon_132kVtoRampura_132kV_Line1,Ullon_132kV,Rampura_132kV,,1.04832,0.2944,0.0,3.204e-05,171.473,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ullon_132kVtoRampura_132kV_Line2,Ullon_132kV,Rampura_132kV,,1.04832,0.2944,0.0,3.204e-05,171.473,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rampura_132kVtoBashundhara_132kV_Line1,Rampura_132kV,Bashundhara_132kV,,1.706,0.810336,0.0,4.384e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,8.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rampura_132kVtoBashundhara_132kV_Line2,Rampura_132kV,Bashundhara_132kV,,1.706,0.810336,0.0,4.384e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,8.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bashundhara_132kVtoTongi_132kV_Line1,Bashundhara_132kV,Tongi_132kV,,2.34575,1.114212,0.0,6.028e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,11.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bashundhara_132kVtoTongi_132kV_Line2,Bashundhara_132kV,Tongi_132kV,,2.34575,1.114212,0.0,6.028e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,11.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rampura_132kVtoMoghbazar_132kV_Line1,Rampura_132kV,Moghbazar_132kV,,0.959625,0.455814,0.0,2.466e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rampura_132kVtoMoghbazar_132kV_Line2,Rampura_132kV,Moghbazar_132kV,,0.959625,0.455814,0.0,2.466e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghorashal_132kVtoPubail_132kV_Line1,Ghorashal_132kV,Pubail_132kV,,3.646575,1.732093,0.0,9.3708e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,17.1,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghorashal_132kVtoPubail_132kV_Line2,Ghorashal_132kV,Pubail_132kV,,3.646575,1.732093,0.0,9.3708e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,17.1,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pubail_132kVtoJoydebpur_132kV_Line1,Pubail_132kV,Joydebpur_132kV,,3.646575,1.732093,0.0,9.3708e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,17.1,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pubail_132kVtoJoydebpur_132kV_Line2,Pubail_132kV,Joydebpur_132kV,,3.646575,1.732093,0.0,9.3708e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,17.1,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandpur_132kVtoDeshPP_132kV_Line1,Chandpur_132kV,DeshPP_132kV,,0.21325,0.101292,0.0,5.48e-06,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,1.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandpur_132kVtoDeshPP_132kV_Line2,Chandpur_132kV,DeshPP_132kV,,0.21325,0.101292,0.0,5.48e-06,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,1.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeshPP_132kVtoRamganj_132kV_Line1,DeshPP_132kV,Ramganj_132kV,,5.971,2.836176,0.0,0.00015344,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,28.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeshPP_132kVtoRamganj_132kV_Line2,DeshPP_132kV,Ramganj_132kV,,5.971,2.836176,0.0,0.00015344,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,28.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramganj_132kVtoChowmuhani_132kV_Line1,Ramganj_132kV,Chowmuhani_132kV,,8.31675,3.950388,0.0,0.00021372,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,39.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramganj_132kVtoChowmuhani_132kV_Line2,Ramganj_132kV,Chowmuhani_132kV,,8.31675,3.950388,0.0,0.00021372,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,39.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barapukuria_132kVtoRangpur_132kV_Line1,Barapukuria_132kV,Rangpur_132kV,,8.9565,4.254264,0.0,0.00023016,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,42.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barapukuria_132kVtoRangpur_132kV_Line2,Barapukuria_132kV,Rangpur_132kV,,8.9565,4.254264,0.0,0.00023016,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,42.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barapukuria_132kVtoSaidpur_132kV_Line1,Barapukuria_132kV,Saidpur_132kV,,7.677,3.646512,0.0,0.00019728,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,36.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barapukuria_132kVtoSaidpur_132kV_Line2,Barapukuria_132kV,Saidpur_132kV,,7.677,3.646512,0.0,0.00019728,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,36.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madaripur_132kVtoGopalganjNorth_132kV_Line1,Madaripur_132kV,GopalganjNorth_132kV,,4.90475,2.329716,0.0,0.00012604,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,23.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madaripur_132kVtoGopalganjNorth_132kV_Line2,Madaripur_132kV,GopalganjNorth_132kV,,4.90475,2.329716,0.0,0.00012604,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,23.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madaripur_132kVtoGopalganjNorth_132kV_Line3,Madaripur_132kV,GopalganjNorth_132kV,,4.90475,2.329716,0.0,0.00012604,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,23.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madaripur_132kVtoGopalganjNorth_132kV_Line4,Madaripur_132kV,GopalganjNorth_132kV,,4.90475,2.329716,0.0,0.00012604,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,23.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GopalganjNorth_132kVtoGopalganj_132kV_Line1,GopalganjNorth_132kV,Gopalganj_132kV,,7.46375,3.54522,0.0,0.0001918,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,35.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GopalganjNorth_132kVtoGopalganj_132kV_Line2,GopalganjNorth_132kV,Gopalganj_132kV,,7.46375,3.54522,0.0,0.0001918,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,35.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GopalganjNorth_132kVtoFaridpur_132kV_Line1,GopalganjNorth_132kV,Faridpur_132kV,,4.265,2.02584,0.0,0.0001096,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,20.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GopalganjNorth_132kVtoFaridpur_132kV_Line2,GopalganjNorth_132kV,Faridpur_132kV,,4.265,2.02584,0.0,0.0001096,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,20.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faridpur_132kVtoRajbari_132kV_Line1,Faridpur_132kV,Rajbari_132kV,,11.72875,5.57106,0.0,0.0003014,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,55.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faridpur_132kVtoRajbari_132kV_Line2,Faridpur_132kV,Rajbari_132kV,,11.72875,5.57106,0.0,0.0003014,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,55.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajbari_132kVtoBheramara_132kV_Line1,Rajbari_132kV,Bheramara_132kV,,20.8985,9.926616,0.0,0.00053704,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,98.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajbari_132kVtoBheramara_132kV_Line2,Rajbari_132kV,Bheramara_132kV,,20.8985,9.926616,0.0,0.00053704,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,98.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KhulnaCentral_132kVtoKhulnaSouth_132kV_Line1,KhulnaCentral_132kV,KhulnaSouth_132kV,,1.28835,0.30785,0.0,0.0001035,412.907,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,9.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KhulnaCentral_132kVtoKhulnaSouth_132kV_Line2,KhulnaCentral_132kV,KhulnaSouth_132kV,,1.28835,0.30785,0.0,0.0001035,412.907,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,9.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KhulnaSouth_132kVtoSatkhira_132kV_Line1,KhulnaSouth_132kV,Satkhira_132kV,,10.02275,4.760724,0.0,0.00025756,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,47.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KhulnaSouth_132kVtoSatkhira_132kV_Line2,KhulnaSouth_132kV,Satkhira_132kV,,10.02275,4.760724,0.0,0.00025756,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,47.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajshahi_132kVtoNatore_132kV_Line2,Rajshahi_132kV,Natore_132kV,,8.53,4.05168,0.0,0.0002192,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,40.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rampura_132kVtoGulshan_132kV_Line1,Rampura_132kV,Gulshan_132kV,,0.91728,0.2576,0.0,2.8035e-05,171.473,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,3.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rampura_132kVtoGulshan_132kV_Line2,Rampura_132kV,Gulshan_132kV,,0.91728,0.2576,0.0,2.8035e-05,171.473,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,3.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikalbaha_132kVtoBakulia_132kV_Line1,Sikalbaha_132kV,Bakulia_132kV,,0.853,0.405168,0.0,2.192e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikalbaha_132kVtoBakulia_132kV_Line2,Sikalbaha_132kV,Bakulia_132kV,,0.853,0.405168,0.0,2.192e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juldah_132kVtoShahmirpur_132kV_Line1,Juldah_132kV,Shahmirpur_132kV,,1.2795,0.607752,0.0,3.288e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,6.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juldah_132kVtoShahmirpur_132kV_Line2,Juldah_132kV,Shahmirpur_132kV,,1.2795,0.607752,0.0,3.288e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,6.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khulshi_132kVtoBakulia_132kV_Line1,Khulshi_132kV,Bakulia_132kV,,3.19875,1.51938,0.0,8.22e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,15.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khulshi_132kVtoMSML_132kV_Line1,Khulshi_132kV,MSML_132kV,,1.599375,0.75969,0.0,4.11e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,7.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSML_132kVtoBakulia_132kV_Line1,MSML_132kV,Bakulia_132kV,,1.599375,0.75969,0.0,4.11e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,7.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haripur_132kVtoManiknagar_132kV_Line1,Haripur_132kV,Maniknagar_132kV,,2.77225,1.316796,0.0,7.124e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,13.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joydebpur_132kVtoKodda_132kV_Line1,Joydebpur_132kV,Kodda_132kV,,1.706,0.810336,0.0,4.384e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,8.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joydebpur_132kVtoKodda_132kV_Line2,Joydebpur_132kV,Kodda_132kV,,1.706,0.810336,0.0,4.384e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,8.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kodda_132kVtoKabirpur_132kV_Line1,Kodda_132kV,Kabirpur_132kV,,2.1325,1.01292,0.0,5.48e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,10.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kodda_132kVtoKabirpur_132kV_Line2,Kodda_132kV,Kabirpur_132kV,,2.1325,1.01292,0.0,5.48e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,10.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikalbaha_132kVtoShahmirpur_132kV_Line1,Sikalbaha_132kV,Shahmirpur_132kV,,1.91925,0.911628,0.0,4.932e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,9.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikalbaha_132kVtoShahmirpur_132kV_Line2,Sikalbaha_132kV,Shahmirpur_132kV,,1.91925,0.911628,0.0,4.932e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,9.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khulshi_132kVtoHalishahar_132kV_Line1,Khulshi_132kV,Halishahar_132kV,,2.77225,1.316796,0.0,7.124e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,13.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khulshi_132kVtoHalishahar_132kV_Line2,Khulshi_132kV,Halishahar_132kV,,2.77225,1.316796,0.0,7.124e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,13.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khulshi_132kVtoRampur_132kV_Line1,Khulshi_132kV,Rampur_132kV,,1.06625,0.50646,0.0,2.74e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,5.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khulshi_132kVtoRampur_132kV_Line2,Khulshi_132kV,Rampur_132kV,,1.06625,0.50646,0.0,2.74e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,5.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rampur_132kVtoHalishahar_132kV_Line1,Rampur_132kV,Halishahar_132kV,,1.91925,0.911628,0.0,4.932e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,9.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rampur_132kVtoHalishahar_132kV_Line2,Rampur_132kV,Halishahar_132kV,,1.91925,0.911628,0.0,4.932e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,9.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BoguraSouth_132kVtoBogura_132kV_Line1,BoguraSouth_132kV,Bogura_132kV,,0.214725,0.051308,0.0,1.725e-05,412.907,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,1.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BoguraSouth_132kVtoBogura_132kV_Line2,BoguraSouth_132kV,Bogura_132kV,,0.214725,0.051308,0.0,1.725e-05,412.907,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,1.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashuganj_132kVtoShahjibazar_132kV_Line1,Ashuganj_132kV,Shahjibazar_132kV,,11.30225,5.368476,0.0,0.00029044,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,53.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KhulnaSouth_132kVtoGallamari_132kV_Line1,KhulnaSouth_132kV,Gallamari_132kV,,0.853,0.405168,0.0,2.192e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KhulnaSouth_132kVtoGallamari_132kV_Line2,KhulnaSouth_132kV,Gallamari_132kV,,0.853,0.405168,0.0,2.192e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,4.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naogaon_132kVtoNiamatpur_132kV_Line1,Naogaon_132kV,Niamatpur_132kV,,9.8095,4.659432,0.0,0.00025208,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,46.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aminbazar_132kVtoSavar_132kV_Line1,Aminbazar_132kV,Savar_132kV,,3.412,1.620672,0.0,8.768e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,16.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aminbazar_132kVtoSavar_132kV_Line2,Aminbazar_132kV,Savar_132kV,,3.412,1.620672,0.0,8.768e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,16.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhenaidah_132kVtoMagura_132kV_Line1,Jhenaidah_132kV,Magura_132kV,,5.651125,2.684238,0.0,0.00014522,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,26.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhenaidah_132kVtoMagura_132kV_Line2,Jhenaidah_132kV,Magura_132kV,,5.651125,2.684238,0.0,0.00014522,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,26.5,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhenaidah_132kVtoJhenaidahSouth_132kV_Line1,Jhenaidah_132kV,JhenaidahSouth_132kV,,1.06625,0.50646,0.0,2.74e-05,162.785,0.0,False,0.0,inf,,1.0,0.0,,,0.0,True,0,inf,5.0,,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
