name,bus0,bus1,length,r,x,b,s_nom
Sylhet_132kVtoSylhetSouth_132kV_Line2,Sylhet_132kV,SylhetSouth_132kV,5.0,0.50646,1.06625,2.74e-05,162.785
Sylhet_132kVtoChhatak_132kV_Line1,Sylhet_132kV,Chhatak_132kV,33.0,3.342636,7.03725,0.00018084,162.785
Sylhet_132kVtoChhatak_132kV_Line2,Sylhet_132kV,Chhatak_132kV,33.0,3.342636,7.03725,0.00018084,162.785
Kaptai_132kVtoHathazari_132kV_Line1,Kaptai_132kV,Hathazari_132kV,45.0,4.55814,9.59625,0.0002466,162.785
Kaptai_132kVtoHathazari_132kV_Line2,Kaptai_132kV,Hathazari_132kV,45.0,4.55814,9.59625,0.0002466,162.785
Hathazari_132kVtoBaroirhat_132kV_Line1,Hathazari_132kV,Baroirhat_132kV,63.5,6.432042,13.541375,0.00034798,162.785
Hathazari_132kVtoBaroirhat_132kV_Line2,Hathazari_132kV,Baroirhat_132kV,63.5,6.432042,13.541375,0.00034798,162.785
Feni_132kVtoCumillaNorth_132kV_Line1,Feni_132kV,CumillaNorth_132kV,66.0,6.685272,14.0745,0.00036168,162.785
Feni_132kVtoCumillaNorth_132kV_Line2,Feni_132kV,CumillaNorth_132kV,66.0,6.685272,14.0745,0.00036168,162.785
CumillaNorth_132kVtoMuradnagar_132kV_Line1,CumillaNorth_132kV,Muradnagar_132kV,29.0,2.937468,6.18425,0.00015892,162.785
CumillaNorth_132kVtoMuradnagar_132kV_Line2,CumillaNorth_132kV,Muradnagar_132kV,29.0,2.937468,6.18425,0.00015892,162.785
Muradnagar_132kVtoDaudkandi_132kV_Line1,Muradnagar_132kV,Daudkandi_132kV,26.0,2.633592,5.5445,0.00014248,162.785
Muradnagar_132kVtoDaudkandi_132kV_Line2,Muradnagar_132kV,Daudkandi_132kV,26.0,2.633592,5.5445,0.00014248,162.785
Daudkandi_132kVtoSonargaon_132kV_Line1,Daudkandi_132kV,Sonargaon_132kV,61.5,6.229458,13.114875,0.00033702,162.785
Daudkandi_132kVtoSonargaon_132kV_Line2,Daudkandi_132kV,Sonargaon_132kV,61.5,6.229458,13.114875,0.00033702,162.785
Sonargaon_132kVtoHaripur_132kV_Line1,Sonargaon_132kV,Haripur_132kV,15.0,1.51938,3.19875,8.22e-05,162.785
Sonargaon_132kVtoHaripur_132kV_Line2,Sonargaon_132kV,Haripur_132kV,15.0,1.51938,3.19875,8.22e-05,162.785
Haripur_132kVtoSiddhirganj_132kV_Line1,Haripur_132kV,Siddhirganj_132kV,2.5,0.25323,0.533125,1.37e-05,162.785
Haripur_132kVtoSiddhirganj_132kV_Line2,Haripur_132kV,Siddhirganj_132kV,2.5,0.25323,0.533125,1.37e-05,162.785
CumillaNorth_132kVtoChandpur_132kV_Line1,CumillaNorth_132kV,Chandpur_132kV,78.0,7.900776,16.6335,0.00042744,162.785
CumillaNorth_132kVtoCumillaSouth_132kV_Line1,CumillaNorth_132kV,CumillaSouth_132kV,16.0,1.620672,3.412,8.768e-05,162.785
CumillaSouth_132kVtoChandpur_132kV_Line1,CumillaSouth_132kV,Chandpur_132kV,62.0,11.841504,14.4615,0.00030876,109.285
Ashuganj_132kVtoBajitpur_132kV_Line1,Ashuganj_132kV,Bajitpur_132kV,21.0,2.127132,4.47825,0.00011508,162.785
Ashuganj_132kVtoBajitpur_132kV_Line2,Ashuganj_132kV,Bajitpur_132kV,21.0,2.127132,4.47825,0.00011508,162.785
Bajitpur_132kVtoKishoreganj_132kV_Line1,Bajitpur_132kV,Kishoreganj_132kV,31.0,3.140052,6.61075,0.00016988,162.785
Bajitpur_132kVtoKishoreganj_132kV_Line2,Bajitpur_132kV,Kishoreganj_132kV,31.0,3.140052,6.61075,0.00016988,162.785
Kishoreganj_132kVtoMymensingh_132kV_Line1,Kishoreganj_132kV,Mymensingh_132kV,59.0,5.976228,12.58175,0.00032332,162.785
Kishoreganj_132kVtoMymensingh_132kV_Line2,Kishoreganj_132kV,Mymensingh_132kV,59.0,5.976228,12.58175,0.00032332,162.785
Mymensingh_132kVtoJamalpur_132kV_Line1,Mymensingh_132kV,Jamalpur_132kV,55.0,5.57106,11.72875,0.0003014,162.785
Mymensingh_132kVtoJamalpur_132kV_Line2,Mymensingh_132kV,Jamalpur_132kV,55.0,5.57106,11.72875,0.0003014,162.785
Madunaghat_132kVtoSikalbaha_132kV_Line1,Madunaghat_132kV,Sikalbaha_132kV,17.0,1.721964,3.62525,9.316e-05,162.785
Madunaghat_132kVtoTKCCL_132kV_Line1,Madunaghat_132kV,TKCCL_132kV,9.0,0.911628,1.91925,4.932e-05,162.785
TKCCL_132kVtoSikalbaha_132kV_Line1,TKCCL_132kV,Sikalbaha_132kV,9.0,0.911628,1.91925,4.932e-05,162.785
Sikalbaha_132kVtoPatiya_132kV_Line1,Sikalbaha_132kV,Patiya_132kV,11.0,1.114212,2.34575,6.028e-05,162.785
Sikalbaha_132kVtoPatiya_132kV_Line2,Sikalbaha_132kV,Patiya_132kV,11.0,1.114212,2.34575,6.028e-05,162.785
Patiya_132kVtoDohazari_132kV_Line1,Patiya_132kV,Dohazari_132kV,21.0,2.127132,4.47825,0.00011508,162.785
Patiya_132kVtoDohazari_132kV_Line2,Patiya_132kV,Dohazari_132kV,21.0,2.127132,4.47825,0.00011508,162.785
Sikalbaha_132kVtoJuldah_132kV_Line1,Sikalbaha_132kV,Juldah_132kV,8.0,0.335395,1.485334,5.088e-05,283.731
Juldah_132kVtoHalishahar_132kV_Line1,Juldah_132kV,Halishahar_132kV,8.0,0.335395,1.485334,5.088e-05,283.731
Khulshi_132kVtoBaroaulia_132kV_Line1,Khulshi_132kV,Baroaulia_132kV,15.0,1.51938,3.19875,8.22e-05,162.785
Khulshi_132kVtoAKSML_132kV_Line1,Khulshi_132kV,AKSML_132kV,11.0,1.114212,2.34575,6.028e-05,162.785
AKSML_132kVtoBaroaulia_132kV_Line1,AKSML_132kV,Baroaulia_132kV,4.0,0.405168,0.853,2.192e-05,162.785
Madunaghat_132kVtoSholoshahar_132kV_Line1,Madunaghat_132kV,Sholoshahar_132kV,6.5,0.658398,1.386125,3.562e-05,162.785
Madunaghat_132kVtoSholoshahar_132kV_Line2,Madunaghat_132kV,Sholoshahar_132kV,6.5,0.658398,1.386125,3.562e-05,162.785
Sholoshahar_132kVtoKhulshi_132kV_Line1,Sholoshahar_132kV,Khulshi_132kV,6.5,0.658398,1.386125,3.562e-05,162.785
Sholoshahar_132kVtoKhulshi_132kV_Line2,Sholoshahar_132kV,Khulshi_132kV,6.5,0.658398,1.386125,3.562e-05,162.785
Kaptai_132kVtoChandraghona_132kV_Line1,Kaptai_132kV,Chandraghona_132kV,11.5,1.164858,2.452375,6.302e-05,162.785
Kaptai_132kVtoChandraghona_132kV_Line2,Kaptai_132kV,Chandraghona_132kV,11.5,1.164858,2.452375,6.302e-05,162.785
Chandraghona_132kVtoMadunaghat_132kV_Line1,Chandraghona_132kV,Madunaghat_132kV,27.0,2.734884,5.75775,0.00014796,162.785
Chandraghona_132kVtoMadunaghat_132kV_Line2,Chandraghona_132kV,Madunaghat_132kV,27.0,2.734884,5.75775,0.00014796,162.785
Madunaghat_132kVtoHathazari_132kV_Line1,Madunaghat_132kV,Hathazari_132kV,10.0,1.01292,2.1325,5.48e-05,162.785
Madunaghat_132kVtoHathazari_132kV_Line2,Madunaghat_132kV,Hathazari_132kV,10.0,1.01292,2.1325,5.48e-05,162.785
Hathazari_132kVtoBaroaulia_132kV_Line1,Hathazari_132kV,Baroaulia_132kV,11.0,1.114212,2.34575,6.028e-05,162.785
Hathazari_132kVtoBaroaulia_132kV_Line2,Hathazari_132kV,Baroaulia_132kV,11.0,1.114212,2.34575,6.028e-05,162.785
Dohazari_132kVtoCox'sBazar_132kV_Line1,Dohazari_132kV,Cox'sBazar_132kV,87.0,8.812404,18.55275,0.00047676,162.785
Dohazari_132kVtoCox'sBazar_132kV_Line2,Dohazari_132kV,Cox'sBazar_132kV,87.0,8.812404,18.55275,0.00047676,162.785
Feni_132kVtoDaganbhuiyan_132kV_Line1,Feni_132kV,Daganbhuiyan_132kV,16.0,1.620672,3.412,8.768e-05,162.785
Feni_132kVtoDaganbhuiyan_132kV_Line2,Feni_132kV,Daganbhuiyan_132kV,16.0,1.620672,3.412,8.768e-05,162.785
Daganbhuiyan_132kVtoChowmuhani_132kV_Line1,Daganbhuiyan_132kV,Chowmuhani_132kV,16.0,1.620672,3.412,8.768e-05,162.785
Daganbhuiyan_132kVtoChowmuhani_132kV_Line2,Daganbhuiyan_132kV,Chowmuhani_132kV,16.0,1.620672,3.412,8.768e-05,162.785
Baroaulia_132kVtoKabir Steel_132kV_Line1,Baroaulia_132kV,Kabir Steel_132kV,4.0,0.405168,0.853,2.192e-05,162.785
Mymensingh_132kVtoNetrokona_132kV_Line1,Mymensingh_132kV,Netrokona_132kV,34.0,3.443928,7.2505,0.00018632,162.785
Mymensingh_132kVtoNetrokona_132kV_Line2,Mymensingh_132kV,Netrokona_132kV,34.0,3.443928,7.2505,0.00018632,162.785
Goalpara_132kVtoKhulnaCentral_132kV_Line1,Goalpara_132kV,KhulnaCentral_132kV,1.5,0.062887,0.2785,9.54e-06,283.731
Goalpara_132kVtoKhulnaCentral_132kV_Line2,Goalpara_132kV,KhulnaCentral_132kV,1.5,0.062887,0.2785,9.54e-06,283.731
KhulnaCentral_132kVtoNoapara_132kV_Line1,KhulnaCentral_132kV,Noapara_132kV,23.0,0.964261,4.270334,0.00014628,283.731
KhulnaCentral_132kVtoNoapara_132kV_Line2,KhulnaCentral_132kV,Noapara_132kV,23.0,0.964261,4.270334,0.00014628,283.731
Noapara_132kVtoJashore_132kV_Line1,Noapara_132kV,Jashore_132kV,28.0,1.173883,5.198668,0.00017808,283.731
Noapara_132kVtoJashore_132kV_Line2,Noapara_132kV,Jashore_132kV,28.0,1.173883,5.198668,0.00017808,283.731
Jashore_132kVtoKaliganj_132kV_Line1,Jashore_132kV,Kaliganj_132kV,32.0,1.341581,5.941334,0.00020352,283.731
Jashore_132kVtoKaliganj_132kV_Line2,Jashore_132kV,Kaliganj_132kV,32.0,1.341581,5.941334,0.00020352,283.731
Kaliganj_132kVtoJhenaidahSouth_132kV_Line1,Kaliganj_132kV,JhenaidahSouth_132kV,15.5,0.649828,2.877834,9.858e-05,283.731
Kaliganj_132kVtoJhenaidahSouth_132kV_Line2,Kaliganj_132kV,JhenaidahSouth_132kV,15.5,0.649828,2.877834,9.858e-05,283.731
Jhenaidah_132kVtoKushtia_132kV_Line1,Jhenaidah_132kV,Kushtia_132kV,43.0,1.802749,7.983668,0.00027348,283.731
Jhenaidah_132kVtoKushtia_132kV_Line2,Jhenaidah_132kV,Kushtia_132kV,43.0,1.802749,7.983668,0.00027348,283.731
Kushtia_132kVtoBheramara_132kV_Line1,Kushtia_132kV,Bheramara_132kV,23.0,0.964261,4.270334,0.00014628,283.731
Kushtia_132kVtoBheramara_132kV_Line2,Kushtia_132kV,Bheramara_132kV,23.0,0.964261,4.270334,0.00014628,283.731
Bheramara_132kVtoIshwardi_132kV_Line1,Bheramara_132kV,Ishwardi_132kV,10.0,0.419244,1.856667,6.36e-05,283.731
Bheramara_132kVtoIshwardi_132kV_Line2,Bheramara_132kV,Ishwardi_132kV,10.0,0.419244,1.856667,6.36e-05,283.731
Ishwardi_132kVtoNatore_132kV_Line1,Ishwardi_132kV,Natore_132kV,42.0,1.760825,7.798001,0.00026712,283.731
Ishwardi_132kVtoNatore_132kV_Line2,Ishwardi_132kV,Natore_132kV,42.0,1.760825,7.798001,0.00026712,283.731
Natore_132kVtoBogura_132kV_Line1,Natore_132kV,Bogura_132kV,61.0,2.557388,11.325669,0.00038796,283.731
Natore_132kVtoBogura_132kV_Line2,Natore_132kV,Bogura_132kV,61.0,2.557388,11.325669,0.00038796,283.731
Bogura_132kVtoMahasthangarh_132kV_Line1,Bogura_132kV,Mahasthangarh_132kV,10.0,0.419244,1.856667,6.36e-05,283.731
Bogura_132kVtoMahasthangarh_132kV_Line2,Bogura_132kV,Mahasthangarh_132kV,10.0,0.419244,1.856667,6.36e-05,283.731
Mahasthangarh_132kVtoPalashbari_132kV_Line1,Mahasthangarh_132kV,Palashbari_132kV,40.0,1.676976,7.426668,0.0002544,283.731
Mahasthangarh_132kVtoPalashbari_132kV_Line2,Mahasthangarh_132kV,Palashbari_132kV,40.0,1.676976,7.426668,0.0002544,283.731
Palashbari_132kVtoMithapukur_132kV_Line1,Palashbari_132kV,Mithapukur_132kV,30.0,1.257732,5.570001,0.0001908,283.731
Palashbari_132kVtoMithapukur_132kV_Line2,Palashbari_132kV,Mithapukur_132kV,30.0,1.257732,5.570001,0.0001908,283.731
Mithapukur_132kVtoConfidencePP_132kV_Line1,Mithapukur_132kV,ConfidencePP_132kV,15.0,0.628866,2.785,9.54e-05,283.731
Mithapukur_132kVtoConfidencePP_132kV_Line2,Mithapukur_132kV,ConfidencePP_132kV,15.0,0.628866,2.785,9.54e-05,283.731
ConfidencePP_132kVtoRangpur_132kV_Line1,ConfidencePP_132kV,Rangpur_132kV,9.0,0.37732,1.671,5.724e-05,283.731
ConfidencePP_132kVtoRangpur_132kV_Line2,ConfidencePP_132kV,Rangpur_132kV,9.0,0.37732,1.671,5.724e-05,283.731
Rangpur_132kVtoTaraganj_132kV_Line1,Rangpur_132kV,Taraganj_132kV,19.0,0.796564,3.527667,0.00012084,283.731
Rangpur_132kVtoTaraganj_132kV_Line2,Rangpur_132kV,Taraganj_132kV,19.0,0.796564,3.527667,0.00012084,283.731
Taraganj_132kVtoSaidpur_132kV_Line1,Taraganj_132kV,Saidpur_132kV,21.5,0.901375,3.991834,0.00013674,283.731
Taraganj_132kVtoSaidpur_132kV_Line2,Taraganj_132kV,Saidpur_132kV,21.5,0.901375,3.991834,0.00013674,283.731
Saidpur_132kVtoPurbasadipur_132kV_Line1,Saidpur_132kV,Purbasadipur_132kV,24.5,1.027148,4.548834,0.00015582,283.731
Saidpur_132kVtoPurbasadipur_132kV_Line2,Saidpur_132kV,Purbasadipur_132kV,24.5,1.027148,4.548834,0.00015582,283.731
Purbasadipur_132kVtoThakurgaon_132kV_Line1,Purbasadipur_132kV,Thakurgaon_132kV,45.0,1.886598,8.355002,0.0002862,283.731
Purbasadipur_132kVtoThakurgaon_132kV_Line2,Purbasadipur_132kV,Thakurgaon_132kV,45.0,1.886598,8.355002,0.0002862,283.731
Rangpur_132kVtoTeestaSolar_132kV_Line1,Rangpur_132kV,TeestaSolar_132kV,35.7,3.616124,7.613025,0.000195636,162.785
Rangpur_132kVtoTeestaSolar_132kV_Line2,Rangpur_132kV,TeestaSolar_132kV,35.7,3.616124,7.613025,0.000195636,162.785
Barishal_132kVtoBhandaria_132kV_Line1,Barishal_132kV,Bhandaria_132kV,49.0,6.608728,10.906582,0.00025676,135.807
Bhandaria_132kVtoBagerhat_132kV_Line1,Bhandaria_132kV,Bagerhat_132kV,40.0,5.39488,8.903332,0.0002096,135.807
Bagerhat_132kVtoMongla_132kV_Line1,Bagerhat_132kV,Mongla_132kV,28.0,3.776416,6.232332,0.00014672,135.807
Barishal_132kVtoBakerganj_132kV_Line1,Barishal_132kV,Bakerganj_132kV,18.0,2.427696,4.006499,9.432e-05,135.807
Bakerganj_132kVtoPatuakhali_132kV_Line1,Bakerganj_132kV,Patuakhali_132kV,20.0,2.69744,4.451666,0.0001048,135.807
Bheramara_132kVtoFaridpur_132kV_Line1,Bheramara_132kV,Faridpur_132kV,105.0,14.16156,23.371247,0.0005502,135.807
Bheramara_132kVtoFaridpur_132kV_Line2,Bheramara_132kV,Faridpur_132kV,105.0,14.16156,23.371247,0.0005502,135.807
Faridpur_132kVtoMadaripur_132kV_Line1,Faridpur_132kV,Madaripur_132kV,65.5,8.834116,14.579206,0.00034322,135.807
Faridpur_132kVtoMadaripur_132kV_Line2,Faridpur_132kV,Madaripur_132kV,65.5,8.834116,14.579206,0.00034322,135.807
Madaripur_132kVtoBarishalNorth_132kV_Line1,Madaripur_132kV,BarishalNorth_132kV,48.5,6.541292,10.79529,0.00025414,135.807
Madaripur_132kVtoBarishalNorth_132kV_Line2,Madaripur_132kV,BarishalNorth_132kV,48.5,6.541292,10.79529,0.00025414,135.807
BarishalNorth_132kVtoBarishal_132kV_Line1,BarishalNorth_132kV,Barishal_132kV,10.0,1.34872,2.225833,5.24e-05,135.807
BarishalNorth_132kVtoBarishal_132kV_Line2,BarishalNorth_132kV,Barishal_132kV,10.0,1.34872,2.225833,5.24e-05,135.807
Rajshahi_132kVtoNatore_132kV_Line1,Rajshahi_132kV,Natore_132kV,37.0,4.990264,8.235582,0.00019388,135.807
Ishwardi_132kVtoBaghabari_132kV_Line1,Ishwardi_132kV,Baghabari_132kV,63.0,8.496936,14.022748,0.00033012,135.807
Baghabari_132kVtoShahjadpur_132kV_Line1,Baghabari_132kV,Shahjadpur_132kV,5.0,0.67436,1.112917,2.62e-05,135.807
Baghabari_132kVtoShahjadpur_132kV_Line2,Baghabari_132kV,Shahjadpur_132kV,5.0,0.67436,1.112917,2.62e-05,135.807
Baghabari_132kVtoUllapara_132kV_Line1,Baghabari_132kV,Ullapara_132kV,17.0,1.721964,3.62525,9.316e-05,162.785
Shahjadpur_132kVtoUllapara_132kV_Line1,Shahjadpur_132kV,Ullapara_132kV,13.0,1.316796,2.77225,7.124e-05,162.785
Ishwardi_132kVtoPabna_132kV_Line1,Ishwardi_132kV,Pabna_132kV,18.0,1.823256,3.8385,9.864e-05,162.785
Pabna_132kVtoShahjadpur_132kV_Line1,Pabna_132kV,Shahjadpur_132kV,41.0,4.152972,8.74325,0.00022468,162.785
Bogura_132kVtoSirajganj_132kV_Line1,Bogura_132kV,Sirajganj_132kV,66.0,6.685272,14.0745,0.00036168,162.785
Bogura_132kVtoSirajganj_132kV_Line2,Bogura_132kV,Sirajganj_132kV,66.0,6.685272,14.0745,0.00036168,162.785
Sirajganj_132kVtoShahjadpur_132kV_Line1,Sirajganj_132kV,Shahjadpur_132kV,34.0,3.443928,7.2505,0.00018632,162.785
Sirajganj_132kVtoBaghabari_132kV_Line1,Sirajganj_132kV,Baghabari_132kV,40.0,4.05168,8.53,0.0002192,162.785
Rajshahi_132kVtoRajshahiNorth_132kV_Line1,Rajshahi_132kV,RajshahiNorth_132kV,48.0,4.862016,10.236,0.00026304,162.785
Rajshahi_132kVtoRajshahiNorth_132kV_Line2,Rajshahi_132kV,RajshahiNorth_132kV,48.0,4.862016,10.236,0.00026304,162.785
Rangpur_132kVtoLalmonirhat_132kV_Line1,Rangpur_132kV,Lalmonirhat_132kV,38.0,3.849096,8.1035,0.00020824,162.785
Bogura_132kVtoNaogaon_132kV_Line1,Bogura_132kV,Naogaon_132kV,44.0,4.456848,9.383,0.00024112,162.785
Bogura_132kVtoNaogaon_132kV_Line2,Bogura_132kV,Naogaon_132kV,44.0,4.456848,9.383,0.00024112,162.785
Kabirpur_132kVtoTangail_132kV_Line1,Kabirpur_132kV,Tangail_132kV,51.0,5.165892,10.87575,0.00027948,162.785
Kabirpur_132kVtoTangail_132kV_Line2,Kabirpur_132kV,Tangail_132kV,51.0,5.165892,10.87575,0.00027948,162.785
Tongi_132kVtoMirpur_132kV_Line1,Tongi_132kV,Mirpur_132kV,17.0,1.721964,3.62525,9.316e-05,162.785
Tongi_132kVtoUttara_132kV_Line1,Tongi_132kV,Uttara_132kV,15.0,1.51938,3.19875,8.22e-05,162.785
Uttara_132kVtoMirpur_132kV_Line1,Uttara_132kV,Mirpur_132kV,9.0,0.911628,1.91925,4.932e-05,162.785
Mirpur_132kVtoAminbazar_132kV_Line1,Mirpur_132kV,Aminbazar_132kV,7.0,0.709044,1.49275,3.836e-05,162.785
Mirpur_132kVtoAminbazar_132kV_Line2,Mirpur_132kV,Aminbazar_132kV,7.0,0.709044,1.49275,3.836e-05,162.785
Aminbazar_132kVtoKallayanpur_132kV_Line1,Aminbazar_132kV,Kallayanpur_132kV,4.0,0.405168,0.853,2.192e-05,162.785
Aminbazar_132kVtoKallayanpur_132kV_Line2,Aminbazar_132kV,Kallayanpur_132kV,4.0,0.405168,0.853,2.192e-05,162.785
Kallayanpur_132kVtoLalbagh_132kV_Line1,Kallayanpur_132kV,Lalbagh_132kV,8.0,0.810336,1.706,4.384e-05,162.785
Kallayanpur_132kVtoLalbagh_132kV_Line2,Kallayanpur_132kV,Lalbagh_132kV,8.0,0.810336,1.706,4.384e-05,162.785
Lalbagh_132kVtoKeraniganj_132kV_Line1,Lalbagh_132kV,Keraniganj_132kV,12.0,1.215504,2.559,6.576e-05,162.785
Keraniganj_132kVtoKamrangirchar_132kV_Line1,Keraniganj_132kVt,Kamrangirchar_132kV,3.0,0.303876,0.63975,1.644e-05,162.785
Kamrangirchar_132kVtoLalbagh_132kV_Line1,Kamrangirchar_132kV,Lalbagh_132kV,3.0,0.303876,0.63975,1.644e-05,162.785
Hasnabad_132kVtoKeraniganj_132kV_Line1,Hasnabad_132kV,Keraniganj_132kV,14.0,1.418088,2.9855,7.672e-05,162.785
Hasnabad_132kVtoKeraniganj_132kV_Line2,Hasnabad_132kV,Keraniganj_132kV,14.0,1.418088,2.9855,7.672e-05,162.785
Tongi_132kVtoNewTongi_132kV_Line1,Tongi_132kV,NewTongi_132kV,0.5,0.0368,0.13104,4.005e-06,171.473
Tongi_132kVtoNewTongi_132kV_Line2,Tongi_132kV,NewTongi_132kV,0.5,0.0368,0.13104,4.005e-06,171.473
Hasnabad_132kVtoSitalakhya_132kV_Line1,Hasnabad_132kV,Sitalakhya_132kV,13.0,1.316796,2.77225,7.124e-05,162.785
Madanganj_132kVtoSitalakhya_132kV_Line1,Madanganj_132kV,Sitalakhya_132kV,4.0,0.405168,0.853,2.192e-05,162.785
Hasnabad_132kVtoFatullah_132kV_Line1,Hasnabad_132kV,Fatullah_132kV,21.0,2.127132,4.47825,0.00011508,162.785
Fatullah_132kVtoShyampur_132kV_Line1,Fatullah_132kV,Shyampur_132kV,4.0,0.405168,0.853,2.192e-05,162.785
Shyampur_132kVtoFatullah_132kV_Line1,Shyampur_132kV,Fatullah_132kV,30.0,3.03876,6.3975,0.0001644,162.785
Fatullah_132kVtoHaripur_132kV_Line1,Fatullah_132kV,Haripur_132kV,5.0,0.50646,1.06625,2.74e-05,162.785
Siddhirganj_132kVtoUllon_132kV_Line1,Siddhirganj_132kV,Ullon_132kV,16.0,1.620672,3.412,8.768e-05,162.785
Siddhirganj_132kVtoUllon_132kV_Line2,Siddhirganj_132kV,Ullon_132kV,16.0,1.620672,3.412,8.768e-05,162.785
Siddhirganj_132kVoMatuail_132kV_Line1,Siddhirganj_132kV,Matuail_132kV,6.0,0.607752,1.2795,3.288e-05,162.785
Maniknagar_132kVtoMatuail_132kV_Line1,Maniknagar_132kV,Matuail_132kV,16.0,1.620672,3.412,8.768e-05,162.785
Siddhirganj_132kVtoManiknagar_132kV_Line1,Siddhirganj_132kV,Maniknagar_132kV,10.0,1.01292,2.1325,5.48e-05,162.785
Maniknagar_132kVtoNarinda_132kV_Line1,Maniknagar_132kV,Narinda_132kV,5.0,0.67436,1.112917,2.62e-05,135.807
Maniknagar_132kVtoNarinda_132kV_Line2,Maniknagar_132kV,Narinda_132kV,5.0,0.67436,1.112917,2.62e-05,135.807
Ullon_132kVtoDhanmondi_132kV_Line1,Ullon_132kV,Dhanmondi_132kV,5.5,0.741796,1.224208,2.882e-05,135.807
Ullon_132kVtoDhanmondi_132kV_Line2,Ullon_132kV,Dhanmondi_132kV,5.5,0.741796,1.224208,2.882e-05,135.807
Tongi_132kVtoKabirpur_132kV_Line1,Tongi_132kV,Kabirpur_132kV,22.5,2.27907,4.798125,0.0001233,162.785
Tongi_132kVtoKabirpur_132kV_Line2,Tongi_132kV,Kabirpur_132kV,22.5,2.27907,4.798125,0.0001233,162.785
Kabirpur_132kVtoManikganj_132kV_Line1,Kabirpur_132kV,Manikganj_132kV,32.0,3.241344,6.824,0.00017536,162.785
Kabirpur_132kVtoManikganj_132kV_Line2,Kabirpur_132kV,Manikganj_132kV,32.0,3.241344,6.824,0.00017536,162.785
Ullon_132kVtoRampura_132kV_Line1,Ullon_132kV,Rampura_132kV,4.0,0.2944,1.04832,3.204e-05,171.473
Ullon_132kVtoRampura_132kV_Line2,Ullon_132kV,Rampura_132kV,4.0,0.2944,1.04832,3.204e-05,171.473
Rampura_132kVtoBashundhara_132kV_Line1,Rampura_132kV,Bashundhara_132kV,8.0,0.810336,1.706,4.384e-05,162.785
Rampura_132kVtoBashundhara_132kV_Line2,Rampura_132kV,Bashundhara_132kV,8.0,0.810336,1.706,4.384e-05,162.785
Bashundhara_132kVtoTongi_132kV_Line1,Bashundhara_132kV,Tongi_132kV,11.0,1.114212,2.34575,6.028e-05,162.785
Bashundhara_132kVtoTongi_132kV_Line2,Bashundhara_132kV,Tongi_132kV,11.0,1.114212,2.34575,6.028e-05,162.785
Rampura_132kVtoMoghbazar_132kV_Line1,Rampura_132kV,Moghbazar_132kV,4.5,0.455814,0.959625,2.466e-05,162.785
Rampura_132kVtoMoghbazar_132kV_Line2,Rampura_132kV,Moghbazar_132kV,4.5,0.455814,0.959625,2.466e-05,162.785
Ghorashal_132kVtoPubail_132kV_Line1,Ghorashal_132kV,Pubail_132kV,17.1,1.732093,3.646575,9.3708e-05,162.785
Ghorashal_132kVtoPubail_132kV_Line2,Ghorashal_132kV,Pubail_132kV,17.1,1.732093,3.646575,9.3708e-05,162.785
Pubail_132kVtoJoydebpur_132kV_Line1,Pubail_132kV,Joydebpur_132kV,17.1,1.732093,3.646575,9.3708e-05,162.785
Pubail_132kVtoJoydebpur_132kV_Line2,Pubail_132kV,Joydebpur_132kV,17.1,1.732093,3.646575,9.3708e-05,162.785
Chandpur_132kVtoDeshPP_132kV_Line1,Chandpur_132kV,DeshPP_132kV,1.0,0.101292,0.21325,5.48e-06,162.785
Chandpur_132kVtoDeshPP_132kV_Line2,Chandpur_132kV,DeshPP_132kV,1.0,0.101292,0.21325,5.48e-06,162.785
DeshPP_132kVtoRamganj_132kV_Line1,DeshPP_132kV,Ramganj_132kV,28.0,2.836176,5.971,0.00015344,162.785
DeshPP_132kVtoRamganj_132kV_Line2,DeshPP_132kV,Ramganj_132kV,28.0,2.836176,5.971,0.00015344,162.785
Ramganj_132kVtoChowmuhani_132kV_Line1,Ramganj_132kV,Chowmuhani_132kV,39.0,3.950388,8.31675,0.00021372,162.785
Ramganj_132kVtoChowmuhani_132kV_Line2,Ramganj_132kV,Chowmuhani_132kV,39.0,3.950388,8.31675,0.00021372,162.785
Barapukuria_132kVtoRangpur_132kV_Line1,Barapukuria_132kV,Rangpur_132kV,42.0,4.254264,8.9565,0.00023016,162.785
Barapukuria_132kVtoRangpur_132kV_Line2,Barapukuria_132kV,Rangpur_132kV,42.0,4.254264,8.9565,0.00023016,162.785
Barapukuria_132kVtoSaidpur_132kV_Line1,Barapukuria_132kV,Saidpur_132kV,36.0,3.646512,7.677,0.00019728,162.785
Barapukuria_132kVtoSaidpur_132kV_Line2,Barapukuria_132kV,Saidpur_132kV,36.0,3.646512,7.677,0.00019728,162.785
Madaripur_132kVtoGopalganjNorth_132kV_Line1,Madaripur_132kV,GopalganjNorth_132kV,23.0,2.329716,4.90475,0.00012604,162.785
Madaripur_132kVtoGopalganjNorth_132kV_Line2,Madaripur_132kV,GopalganjNorth_132kV,23.0,2.329716,4.90475,0.00012604,162.785
Madaripur_132kVtoGopalganjNorth_132kV_Line3,Madaripur_132kV,GopalganjNorth_132kV,23.0,2.329716,4.90475,0.00012604,162.785
Madaripur_132kVtoGopalganjNorth_132kV_Line4,Madaripur_132kV,GopalganjNorth_132kV,23.0,2.329716,4.90475,0.00012604,162.785
