line_name,bus0,bus1,Length(km),Line Resistance (Ohm),Line Inductive Reactance (Ohm),Line Shunt Susceptance (Siemens),s_nom (MVA)
Chowmuhani_230kVtoKachua_230kV_Line2,Chowmuhani_230kV,Kachua_230kV,50.5,0.044155,0.133679,1.3746e-05,230
Chowmuhani_230kVtoKachua_230kV_Line3,Chowmuhani_230kV,Kachua_230kV,50.5,0.044155,0.133679,1.3746e-05,230
Chowmuhani_230kVtoKachua_230kV_Line4,Chowmuhani_230kV,Kachua_230kV,50.5,0.044155,0.133679,1.3746e-05,230
Chowmuhani_230kVtoMaijdee_132kV_Line1,Chowmuhani_230kV,Maijdee_132kV,20.5,0.044155,0.133679,1.3746e-05,230
Chowmuhani_230kVtoMaijdee_132kV_Line2,Chowmuhani_230kV,Maijdee_132kV,20.5,0.044155,0.133679,1.3746e-05,230
Barapukuria_230kVtoPurbasadipur_230kV_Line1,Barapukuria_230kV,Purbasadipur_230kV,38.7,0.044155,0.133679,1.3746e-05,230
Barapukuria_230kVtoPurbasadipur_230kV_Line2,Barapukuria_230kV,Purbasadipur_230kV,38.7,0.044155,0.133679,1.3746e-05,230
Kachua_230kVtoGazaria_230kV_Line1,Kachua_230kV,Gazaria_230kV,49.0,0.044155,0.133679,1.3746e-05,230
Kachua_230kVtoGazaria_230kV_Line2,Kachua_230kV,Gazaria_230kV,49.0,0.044155,0.133679,1.3746e-05,230
Kachua_230kVtoGazaria_230kV_Line3,Kachua_230kV,Gazaria_230kV,49.0,0.044155,0.133679,1.3746e-05,230
Kachua_230kVtoGazaria_230kV_Line4,Kachua_230kV,Gazaria_230kV,49.0,0.044155,0.133679,1.3746e-05,230
Ghorashal_230kVtoGhorashal_230kV_Line1,Ghorashal_230kV,Ghorashal_230kV,1.1,0.015,0.12,2e-05,230
Ghorashal_230kVtoGhorashal_230kV_Line2,Ghorashal_230kV,Ghorashal_230kV,1.1,0.015,0.12,2e-05,230
Ghorashal_230kVtoGhorashal_230kV_Line1,Ghorashal_230kV,Ghorashal_230kV,1.1,0.015,0.12,2e-05,230
Shahjibazar_132kVtoBrahmanbaria_132kV_Line1,Shahjibazar_132kV,Brahmanbaria_132kV,57.0,0.1101,0.2559,6.5703e-06,132
Shahjibazar_132kVtoBrahmanbaria_132kV_Line2,Shahjibazar_132kV,Brahmanbaria_132kV,57.0,0.1101,0.2559,6.5703e-06,132
Brahmanbaria_132kVtoAshuganj_132kV_Line1,Brahmanbaria_132kV,Ashuganj_132kV,16.5,0.1101,0.2559,6.5703e-06,132
Brahmanbaria_132kVtoAshuganj_132kV_Line2,Brahmanbaria_132kV,Ashuganj_132kV,16.5,0.1101,0.2559,6.5703e-06,132
Ashuganj_132kVtoGhorashal_132kV_Line1,Ashuganj_132kV,Ghorashal_132kV,45.5,0.08808,0.2559,6.5703e-06,132
Ashuganj_132kVtoGhorashal_132kV_Line2,Ashuganj_132kV,Ghorashal_132kV,45.5,0.08808,0.2559,6.5703e-06,132
Ghorashal_132kVtoNarsingdi_132kV_Line1,Ghorashal_132kV,Narsingdi_132kV,13.5,0.1101,0.2559,6.5703e-06,132
Ghorashal_132kVtoNarsingdi_132kV_Line2,Ghorashal_132kV,Narsingdi_132kV,13.5,0.1101,0.2559,6.5703e-06,132
Narsingdi_132kVtoHaripur_230kV_Line1,Narsingdi_132kV,Haripur_230kV,34.0,0.1101,0.2559,6.5703e-06,132
Narsingdi_132kVtoBhulta_132kV_Line1,Narsingdi_132kV,Bhulta_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Bhulta_132kVtoHaripur_230kV_Line1,Bhulta_132kV,Haripur_230kV,15.0,0.08808,0.2559,6.5703e-06,132
Haripur_230kVtoSiddhirganj_132kV_Line1,Haripur_230kV,Siddhirganj_132kV,2.0,0.1101,0.2559,6.5703e-06,132
Haripur_230kVtoSiddhirganj_132kV_Line2,Haripur_230kV,Siddhirganj_132kV,2.0,0.1101,0.2559,6.5703e-06,132
Shahjibazar_132kVtoSrimangal_132kV_Line1,Shahjibazar_132kV,Srimangal_132kV,36.0,0.1101,0.2559,6.5703e-06,132
Shahjibazar_132kVtoSrimangal_132kV_Line2,Shahjibazar_132kV,Srimangal_132kV,36.0,0.1101,0.2559,6.5703e-06,132
Srimangal_132kVtoFenchuganj_132kV_Line1,Srimangal_132kV,Fenchuganj_132kV,49.0,0.1101,0.2559,6.5703e-06,132
Srimangal_132kVtoFenchuganj_132kV_Line2,Srimangal_132kV,Fenchuganj_132kV,49.0,0.1101,0.2559,6.5703e-06,132
Fenchuganj_132kVtoFenchuganj_132kV_Line1,Fenchuganj_132kV,Fenchuganj_132kV,3.75,0.08808,0.2559,6.5703e-06,132
Fenchuganj_132kVtoFenchuganj_132kV_Line2,Fenchuganj_132kV,Fenchuganj_132kV,3.75,0.08808,0.2559,6.5703e-06,132
Fenchuganj_132kVtoFenchuganj_132kV_Line3,Fenchuganj_132kV,Fenchuganj_132kV,3.75,0.08808,0.2559,6.5703e-06,132
Fenchuganj_132kVtoFenchuganj_132kV_Line4,Fenchuganj_132kV,Fenchuganj_132kV,3.75,0.08808,0.2559,6.5703e-06,132
Fenchuganj_132kVtoSylhet_132kV_Line1,Fenchuganj_132kV,Sylhet_132kV,31.5,0.08808,0.2559,6.5703e-06,132
Fenchuganj_132kVtoSylhet_132kV_Line2,Fenchuganj_132kV,Sylhet_132kV,31.5,0.08808,0.2559,6.5703e-06,132
Sylhet_132kVtoChhatak_132kV_Line1,Sylhet_132kV,Chhatak_132kV,33.0,0.1101,0.2559,6.5703e-06,132
Sylhet_132kVtoChhatak_132kV_Line2,Sylhet_132kV,Chhatak_132kV,33.0,0.1101,0.2559,6.5703e-06,132
Kaptai_132kVtoHathazari_132kV_Line1,Kaptai_132kV,Hathazari_132kV,45.0,0.1101,0.2559,6.5703e-06,132
Kaptai_132kVtoHathazari_132kV_Line2,Kaptai_132kV,Hathazari_132kV,45.0,0.1101,0.2559,6.5703e-06,132
Hathazari_132kVtoBaroirhat_132kV_Line1,Hathazari_132kV,Baroirhat_132kV,63.5,0.1101,0.2559,6.5703e-06,132
Hathazari_132kVtoBaroirhat_132kV_Line2,Hathazari_132kV,Baroirhat_132kV,63.5,0.1101,0.2559,6.5703e-06,132
Feni_132kVtoCumilla (N)_132kV_Line1,Feni_132kV,Cumilla (N)_132kV,66.0,0.1101,0.2559,6.5703e-06,132
Feni_132kVtoCumilla (N)_132kV_Line2,Feni_132kV,Cumilla (N)_132kV,66.0,0.1101,0.2559,6.5703e-06,132
Cumilla (N)_132kVtoDaudkandi_132kV_Line1,Cumilla (N)_132kV,Daudkandi_132kV,55.0,0.1101,0.2559,6.5703e-06,132
Cumilla (N)_132kVtoDaudkandi_132kV_Line2,Cumilla (N)_132kV,Daudkandi_132kV,55.0,0.1101,0.2559,6.5703e-06,132
Daudkandi_132kVtoSonargaon_132kV_Line1,Daudkandi_132kV,Sonargaon_132kV,61.5,0.1101,0.2559,6.5703e-06,132
Daudkandi_132kVtoSonargaon_132kV_Line2,Daudkandi_132kV,Sonargaon_132kV,61.5,0.1101,0.2559,6.5703e-06,132
Sonargaon_132kVtoHaripur_230kV_Line1,Sonargaon_132kV,Haripur_230kV,15.0,0.1101,0.2559,6.5703e-06,132
Sonargaon_132kVtoHaripur_230kV_Line2,Sonargaon_132kV,Haripur_230kV,15.0,0.1101,0.2559,6.5703e-06,132
Haripur_230kVtoSiddhirganj_132kV_Line1,Haripur_230kV,Siddhirganj_132kV,2.5,0.1101,0.2559,6.5703e-06,132
Haripur_230kVtoSiddhirganj_132kV_Line2,Haripur_230kV,Siddhirganj_132kV,2.5,0.1101,0.2559,6.5703e-06,132
Khulshi_132kVtoHalishahar_132kV_Line1,Khulshi_132kV,Halishahar_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Khulshi_132kVtoHalishahar_132kV_Line2,Khulshi_132kV,Halishahar_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Cumilla (N)_132kVtoChandpur_132kV_Line1,Cumilla (N)_132kV,Chandpur_132kV,78.0,0.1101,0.2559,6.5703e-06,132
Cumilla (N)_132kVtoCumilla (S)_132kV_Line1,Cumilla (N)_132kV,Cumilla (S)_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Cumilla (S)_132kVtoChandpur_132kV_Line1,Cumilla (S)_132kV,Chandpur_132kV,62.0,0.1101,0.2559,6.5703e-06,132
Ashuganj_132kVtoKishoreganj_132kV_Line1,Ashuganj_132kV,Kishoreganj_132kV,52.0,0.08808,0.2559,6.5703e-06,132
Ashuganj_132kVtoKishoreganj_132kV_Line2,Ashuganj_132kV,Kishoreganj_132kV,52.0,0.08808,0.2559,6.5703e-06,132
Kishoreganj_132kVtoMymensingh_132kV_Line1,Kishoreganj_132kV,Mymensingh_132kV,59.0,0.1101,0.2559,6.5703e-06,132
Kishoreganj_132kVtoMymensingh_132kV_Line2,Kishoreganj_132kV,Mymensingh_132kV,59.0,0.1101,0.2559,6.5703e-06,132
Mymensingh_132kVtoJamalpur_132kV_Line1,Mymensingh_132kV,Jamalpur_132kV,55.0,0.08808,0.2559,6.5703e-06,132
Mymensingh_132kVtoJamalpur_132kV_Line2,Mymensingh_132kV,Jamalpur_132kV,55.0,0.08808,0.2559,6.5703e-06,132
Madunaghat_132kVtoSikalbaha_132kV_Line1,Madunaghat_132kV,Sikalbaha_132kV,17.0,0.1101,0.2559,6.5703e-06,132
Madunaghat_132kVtoTKCCL_132kV_Line1,Madunaghat_132kV,TKCCL_132kV,9.0,0.1101,0.2559,6.5703e-06,132
TKCCL_132kVtoSikalbaha_132kV_Line1,TKCCL_132kV,Sikalbaha_132kV,9.0,0.1101,0.2559,6.5703e-06,132
Sikalbaha_132kVtoDohazari_132kV_Line1,Sikalbaha_132kV,Dohazari_132kV,32.0,0.08808,0.2559,6.5703e-06,132
Sikalbaha_132kVtoDohazari_132kV_Line2,Sikalbaha_132kV,Dohazari_132kV,32.0,0.08808,0.2559,6.5703e-06,132
Sikalbaha_132kVtoJuldah_132kV_Line1,Sikalbaha_132kV,Juldah_132kV,8.0,0.09909,0.2559,6.5703e-06,132
Juldah_132kVtoHalishahar_132kV_Line1,Juldah_132kV,Halishahar_132kV,8.0,0.09909,0.2559,6.5703e-06,132
Khulshi_132kVtoBaroaulia_132kV_Line1,Khulshi_132kV,Baroaulia_132kV,15.0,0.1101,0.2559,6.5703e-06,132
Khulshi_132kVtoAKSML_132kV_Line1,Khulshi_132kV,AKSML_132kV,11.0,0.1101,0.2559,6.5703e-06,132
AKSML_132kVtoBaroaulia_132kV_Line1,AKSML_132kV,Baroaulia_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Madunaghat_132kVtoKhulshi_132kV_Line1,Madunaghat_132kV,Khulshi_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Madunaghat_132kVtoKhulshi_132kV_Line1,Madunaghat_132kV,Khulshi_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Kaptai_132kVtoChandraghona_132kV_Line1,Kaptai_132kV,Chandraghona_132kV,11.5,0.1101,0.2559,6.5703e-06,132
Kaptai_132kVtoChandraghona_132kV_Line2,Kaptai_132kV,Chandraghona_132kV,11.5,0.1101,0.2559,6.5703e-06,132
Chandraghona_132kVtoMadunaghat_132kV_Line1,Chandraghona_132kV,Madunaghat_132kV,27.0,0.1101,0.2559,6.5703e-06,132
Chandraghona_132kVtoMadunaghat_132kV_Line2,Chandraghona_132kV,Madunaghat_132kV,27.0,0.1101,0.2559,6.5703e-06,132
Madunaghat_132kVtoHathazari_132kV_Line1,Madunaghat_132kV,Hathazari_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Madunaghat_132kVtoHathazari_132kV_Line2,Madunaghat_132kV,Hathazari_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Hathazari_132kVtoBaroaulia_132kV_Line1,Hathazari_132kV,Baroaulia_132kV,11.0,0.1101,0.2559,6.5703e-06,132
Hathazari_132kVtoBaroaulia_132kV_Line2,Hathazari_132kV,Baroaulia_132kV,11.0,0.1101,0.2559,6.5703e-06,132
Dohazari_132kVtoCox's Bazar_132kV_Line1,Dohazari_132kV,Cox's Bazar_132kV,87.0,0.08808,0.2559,6.5703e-06,132
Dohazari_132kVtoCox's Bazar_132kV_Line2,Dohazari_132kV,Cox's Bazar_132kV,87.0,0.08808,0.2559,6.5703e-06,132
Feni_132kVtoChowmuhani_132kV_Line1,Feni_132kV,Chowmuhani_132kV,32.0,0.1101,0.2559,6.5703e-06,132
Feni_132kVtoChowmuhani_132kV_Line2,Feni_132kV,Chowmuhani_132kV,32.0,0.1101,0.2559,6.5703e-06,132
Baroaulia_132kVtoKabir Steel_132kV_Line1,Baroaulia_132kV,Kabir Steel_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Mymensingh_132kVtoNetrokona_132kV_Line1,Mymensingh_132kV,Netrokona_132kV,34.0,0.1101,0.2559,6.5703e-06,132
Mymensingh_132kVtoNetrokona_132kV_Line2,Mymensingh_132kV,Netrokona_132kV,34.0,0.1101,0.2559,6.5703e-06,132
Goalpara_132kVtoKhulna (C)_132kV_Line1,Goalpara_132kV,Khulna (C)_132kV,1.5,0.09909,0.2559,6.5703e-06,132
Goalpara_132kVtoKhulna (C)_132kV_Line2,Goalpara_132kV,Khulna (C)_132kV,1.5,0.09909,0.2559,6.5703e-06,132
Khulna (C)_132kVtoNoapara_132kV_Line1,Khulna (C)_132kV,Noapara_132kV,23.0,0.09909,0.2559,6.5703e-06,132
Khulna (C)_132kVtoNoapara_132kV_Line2,Khulna (C)_132kV,Noapara_132kV,23.0,0.09909,0.2559,6.5703e-06,132
Noapara_132kVtoJashore_132kV_Line1,Noapara_132kV,Jashore_132kV,28.0,0.09909,0.2559,6.5703e-06,132
Noapara_132kVtoJashore_132kV_Line2,Noapara_132kV,Jashore_132kV,28.0,0.09909,0.2559,6.5703e-06,132
Jashore_132kVtoJhenaidah_132kV_Line1,Jashore_132kV,Jhenaidah_132kV,47.5,0.09909,0.2559,6.5703e-06,132
Jashore_132kVtoJhenaidah_132kV_Line2,Jashore_132kV,Jhenaidah_132kV,47.5,0.09909,0.2559,6.5703e-06,132
Jhenaidah_132kVtoKushtia_132kV_Line1,Jhenaidah_132kV,Kushtia_132kV,43.0,0.082575,0.2559,6.5703e-06,132
Jhenaidah_132kVtoKushtia_132kV_Line2,Jhenaidah_132kV,Kushtia_132kV,43.0,0.082575,0.2559,6.5703e-06,132
Kushtia_132kVtoBheramara_132kV_Line1,Kushtia_132kV,Bheramara_132kV,23.0,0.08808,0.2559,6.5703e-06,132
Kushtia_132kVtoBheramara_132kV_Line2,Kushtia_132kV,Bheramara_132kV,23.0,0.08808,0.2559,6.5703e-06,132
Bheramara_132kVtoIshwardi_132kV_Line1,Bheramara_132kV,Ishwardi_132kV,10.0,0.09909,0.2559,6.5703e-06,132
Bheramara_132kVtoIshwardi_132kV_Line2,Bheramara_132kV,Ishwardi_132kV,10.0,0.09909,0.2559,6.5703e-06,132
Ishwardi_132kVtoNatore_132kV_Line1,Ishwardi_132kV,Natore_132kV,42.0,0.09909,0.2559,6.5703e-06,132
Ishwardi_132kVtoNatore_132kV_Line2,Ishwardi_132kV,Natore_132kV,42.0,0.09909,0.2559,6.5703e-06,132
Natore_132kVtoBogura_132kV_Line1,Natore_132kV,Bogura_132kV,61.0,0.09909,0.2559,6.5703e-06,132
Natore_132kVtoBogura_132kV_Line2,Natore_132kV,Bogura_132kV,61.0,0.09909,0.2559,6.5703e-06,132
Bogura_132kVtoPalashbari_132kV_Line1,Bogura_132kV,Palashbari_132kV,50.0,0.09909,0.2559,6.5703e-06,132
Bogura_132kVtoPalashbari_132kV_Line2,Bogura_132kV,Palashbari_132kV,50.0,0.09909,0.2559,6.5703e-06,132
Palashbari_132kVtoRangpur_132kV_Line1,Palashbari_132kV,Rangpur_132kV,52.0,0.09909,0.2559,6.5703e-06,132
Palashbari_132kVtoRangpur_132kV_Line2,Palashbari_132kV,Rangpur_132kV,52.0,0.09909,0.2559,6.5703e-06,132
Rangpur_132kVtoSaidpur_132kV_Line1,Rangpur_132kV,Saidpur_132kV,41.5,0.09909,0.2559,6.5703e-06,132
Rangpur_132kVtoSaidpur_132kV_Line2,Rangpur_132kV,Saidpur_132kV,41.5,0.09909,0.2559,6.5703e-06,132
Saidpur_132kVtoPurbasadipur_132kV_Line1,Saidpur_132kV,Purbasadipur_132kV,24.5,0.08808,0.2559,6.5703e-06,132
Saidpur_132kVtoPurbasadipur_132kV_Line2,Saidpur_132kV,Purbasadipur_132kV,24.5,0.08808,0.2559,6.5703e-06,132
Purbasadipur_132kVtoThakurgaon_132kV_Line1,Purbasadipur_132kV,Thakurgaon_132kV,45.0,0.09909,0.2559,6.5703e-06,132
Purbasadipur_132kVtoThakurgaon_132kV_Line2,Purbasadipur_132kV,Thakurgaon_132kV,45.0,0.09909,0.2559,6.5703e-06,132
Barishal(N)_132kVtoBhandaria_132kV_Line1,Barishal(N)_132kV,Bhandaria_132kV,49.0,0.1466,0.2671,6.2854e-06,132
Bhandaria_132kVtoBagerhat_132kV_Line1,Bhandaria_132kV,Bagerhat_132kV,40.0,0.1466,0.2671,6.2854e-06,132
Bagerhat_132kVtoMongla_132kV_Line1,Bagerhat_132kV,Mongla_132kV,28.0,0.1466,0.2671,6.2854e-06,132
Barishal(N)_132kVtoPatuakhali_132kV_Line1,Barishal(N)_132kV,Patuakhali_132kV,38.0,0.1466,0.2671,6.2854e-06,132
Bheramara_132kVtoFaridpur_132kV_Line1,Bheramara_132kV,Faridpur_132kV,105.0,0.11728,0.2671,6.2854e-06,132
Bheramara_132kVtoFaridpur_132kV_Line2,Bheramara_132kV,Faridpur_132kV,105.0,0.11728,0.2671,6.2854e-06,132
Faridpur_132kVtoMadaripur_132kV_Line1,Faridpur_132kV,Madaripur_132kV,65.5,0.1466,0.2671,6.2854e-06,132
Faridpur_132kVtoMadaripur_132kV_Line2,Faridpur_132kV,Madaripur_132kV,65.5,0.1466,0.2671,6.2854e-06,132
Madaripur_132kVtoBarishal(N)_132kV_Line1,Madaripur_132kV,Barishal(N)_132kV,48.5,0.1466,0.2671,6.2854e-06,132
Madaripur_132kVtoBarishal(N)_132kV_Line2,Madaripur_132kV,Barishal(N)_132kV,48.5,0.1466,0.2671,6.2854e-06,132
Barishal(N)_132kVtoBarishal_132kV_Line1,Barishal(N)_132kV,Barishal_132kV,10.0,0.11728,0.2671,6.2854e-06,132
Barishal(N)_132kVtoBarishal_132kV_Line2,Barishal(N)_132kV,Barishal_132kV,10.0,0.11728,0.2671,6.2854e-06,132
Rajshahi_132kVtoNatore_132kV_Line1,Rajshahi_132kV,Natore_132kV,37.0,0.1466,0.2671,6.2854e-06,132
Ishwardi_132kVtoBaghabari_132kV_Line1,Ishwardi_132kV,Baghabari_132kV,63.0,0.1466,0.2671,6.2854e-06,132
Baghabari_132kVtoShahjadpur_132kV_Line1,Baghabari_132kV,Shahjadpur_132kV,5.0,0.1466,0.2671,6.2854e-06,132
Ishwardi_132kVtoPabna_132kV_Line1,Ishwardi_132kV,Pabna_132kV,18.0,0.1101,0.2559,6.5703e-06,132
Pabna_132kVtoShahjadpur_132kV_Line1,Pabna_132kV,Shahjadpur_132kV,41.0,0.1101,0.2559,6.5703e-06,132
Bogura_132kVtoSirajganj_132kV_Line1,Bogura_132kV,Sirajganj_132kV,66.0,0.1101,0.2559,6.5703e-06,132
Bogura_132kVtoSirajganj_132kV_Line2,Bogura_132kV,Sirajganj_132kV,66.0,0.1101,0.2559,6.5703e-06,132
Sirajganj_132kVtoShahjadpur_132kV_Line1,Sirajganj_132kV,Shahjadpur_132kV,34.0,0.1101,0.2559,6.5703e-06,132
Sirajganj_132kVtoBaghabari_132kV_Line1,Sirajganj_132kV,Baghabari_132kV,40.0,0.1101,0.2559,6.5703e-06,132
Rajshahi_132kVtoChapai Nawabganj_132kV_Line1,Rajshahi_132kV,Chapai Nawabganj_132kV,48.0,0.1101,0.2559,6.5703e-06,132
Rajshahi_132kVtoChapai Nawabganj_132kV_Line2,Rajshahi_132kV,Chapai Nawabganj_132kV,48.0,0.1101,0.2559,6.5703e-06,132
Rangpur_132kVtoLalmonirhat_132kV_Line1,Rangpur_132kV,Lalmonirhat_132kV,38.0,0.1101,0.2559,6.5703e-06,132
Bogura_132kVtoNaogaon_132kV_Line1,Bogura_132kV,Naogaon_132kV,44.0,0.08808,0.2559,6.5703e-06,132
Bogura_132kVtoNaogaon_132kV_Line2,Bogura_132kV,Naogaon_132kV,44.0,0.08808,0.2559,6.5703e-06,132
Kabirpur_132kVtoTangail_132kV_Line1,Kabirpur_132kV,Tangail_132kV,51.0,0.1101,0.2559,6.5703e-06,132
Kabirpur_132kVtoTangail_132kV_Line2,Kabirpur_132kV,Tangail_132kV,51.0,0.1101,0.2559,6.5703e-06,132
Tongi_132kVtoMirpur_132kV_Line1,Tongi_132kV,Mirpur_132kV,17.0,0.08808,0.2559,6.5703e-06,132
Tongi_132kVtoUttara_132kV_Line1,Tongi_132kV,Uttara_132kV,15.0,0.08808,0.2559,6.5703e-06,132
Uttara_132kVtoMirpur_132kV_Line1,Uttara_132kV,Mirpur_132kV,9.0,0.08808,0.2559,6.5703e-06,132
Mirpur_132kVtoAminbazar_230kV_Line1,Mirpur_132kV,Aminbazar_230kV,7.0,0.08808,0.2559,6.5703e-06,132
Mirpur_132kVtoAminbazar_230kV_Line2,Mirpur_132kV,Aminbazar_230kV,7.0,0.08808,0.2559,6.5703e-06,132
Aminbazar_230kVtoKallayanpur_132kV_Line1,Aminbazar_230kV,Kallayanpur_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Aminbazar_230kVtoKallayanpur_132kV_Line2,Aminbazar_230kV,Kallayanpur_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Hasnabad_132kVtoLalbagh_132kV_Line1,Hasnabad_132kV,Lalbagh_132kV,30.0,0.1101,0.2559,6.5703e-06,132
Kamrangirchar_132kVtoLalbagh_132kV_Line1,Kamrangirchar_132kV,Lalbagh_132kV,3.0,0.1101,0.2559,6.5703e-06,132
Kallayanpur_132kVtoKamrangirchar_132kV_Line1,Kallayanpur_132kV,Kamrangirchar_132kV,11.0,0.1101,0.2559,6.5703e-06,132
Kallayanpur_132kVtoKeraniganj_132kV_Line1,Kallayanpur_132kV,Keraniganj_132kV,20.0,0.1101,0.2559,6.5703e-06,132
Hasnabad_132kVtoKeraniganj_132kV_Line1,Hasnabad_132kV,Keraniganj_132kV,14.0,0.1101,0.2559,6.5703e-06,132
Tongi_132kVtoNew Tongi_132kV_Line1,Tongi_132kV,New Tongi_132kV,0.5,0.015,0.12,2e-05,132
Tongi_132kVtoNew Tongi_132kV_Line2,Tongi_132kV,New Tongi_132kV,0.5,0.015,0.12,2e-05,132
Hasnabad_132kVtoSitalakhya_132kV_Line1,Hasnabad_132kV,Sitalakhya_132kV,13.0,0.1101,0.2559,6.5703e-06,132
Madanganj_132kVtoSitalakhya_132kV_Line1,Madanganj_132kV,Sitalakhya_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Hasnabad_132kVtoShyampur_132kV_Line1,Hasnabad_132kV,Shyampur_132kV,21.0,0.1101,0.2559,6.5703e-06,132
Shyampur_132kVtoHaripur_230kV_Line1,Shyampur_132kV,Haripur_230kV,30.0,0.1101,0.2559,6.5703e-06,132
Madanganj_132kVtoHaripur_230kV_Line1,Madanganj_132kV,Haripur_230kV,12.0,0.1101,0.2559,6.5703e-06,132
Siddhirganj_132kVtoUllon_132kV_Line1,Siddhirganj_132kV,Ullon_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Siddhirganj_132kVtoUllon_132kV_Line2,Siddhirganj_132kV,Ullon_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Haripur_230kVtoMatuail_132kV_Line1,Haripur_230kV,Matuail_132kV,6.0,0.1101,0.2559,6.5703e-06,132
Maniknagar_132kVtoMatuail_132kV_Line1,Maniknagar_132kV,Matuail_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Siddhirganj_132kVtoManiknagar_132kV_Line1,Siddhirganj_132kV,Maniknagar_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Maniknagar_132kVtoNarinda_132kV_Line1,Maniknagar_132kV,Narinda_132kV,5.0,0.075,0.13,2e-05,132
Maniknagar_132kVtoNarinda_132kV_Line2,Maniknagar_132kV,Narinda_132kV,5.0,0.075,0.13,2e-05,132
Ullon_132kVtoDhanmondi_132kV_Line1,Ullon_132kV,Dhanmondi_132kV,5.5,0.075,0.13,2e-05,132
Ullon_132kVtoDhanmondi_132kV_Line2,Ullon_132kV,Dhanmondi_132kV,5.5,0.075,0.13,2e-05,132
Ullon_132kVtoDhanmondi_132kV_Line1,Ullon_132kV,Dhanmondi_132kV,5.5,0.015,0.12,2e-05,132
Ullon_132kVtoDhanmondi_132kV_Line2,Ullon_132kV,Dhanmondi_132kV,5.5,0.015,0.12,2e-05,132
Tongi_132kVtoKabirpur_132kV_Line1,Tongi_132kV,Kabirpur_132kV,22.5,0.1101,0.2559,6.5703e-06,132
Tongi_132kVtoKabirpur_132kV_Line2,Tongi_132kV,Kabirpur_132kV,22.5,0.1101,0.2559,6.5703e-06,132
Kabirpur_132kVtoManikganj_132kV_Line1,Kabirpur_132kV,Manikganj_132kV,32.0,0.1101,0.2559,6.5703e-06,132
Kabirpur_132kVtoManikganj_132kV_Line2,Kabirpur_132kV,Manikganj_132kV,32.0,0.1101,0.2559,6.5703e-06,132
Ullon_132kVtoRampura_230kV_Line1,Ullon_132kV,Rampura_230kV,4.0,0.015,0.12,2e-05,132
Ullon_132kVtoRampura_230kV_Line2,Ullon_132kV,Rampura_230kV,4.0,0.015,0.12,2e-05,132
Rampura_230kVtoBashundhara_132kV_Line1,Rampura_230kV,Bashundhara_132kV,8.0,0.1101,0.2559,6.5703e-06,132
Rampura_230kVtoBashundhara_132kV_Line2,Rampura_230kV,Bashundhara_132kV,8.0,0.1101,0.2559,6.5703e-06,132
Bashundhara_132kVtoTongi_132kV_Line1,Bashundhara_132kV,Tongi_132kV,11.0,0.1101,0.2559,6.5703e-06,132
Bashundhara_132kVtoTongi_132kV_Line2,Bashundhara_132kV,Tongi_132kV,11.0,0.1101,0.2559,6.5703e-06,132
Rampura_230kVtoMoghbazar_132kV_Line1,Rampura_230kV,Moghbazar_132kV,4.5,0.1101,0.2559,6.5703e-06,132
Rampura_230kVtoMoghbazar_132kV_Line2,Rampura_230kV,Moghbazar_132kV,4.5,0.1101,0.2559,6.5703e-06,132
Ghorashal_132kVtoJoydebpur_132kV_Line1,Ghorashal_132kV,Joydebpur_132kV,28.0,0.1101,0.2559,6.5703e-06,132
Ghorashal_132kVtoJoydebpur_132kV_Line2,Ghorashal_132kV,Joydebpur_132kV,28.0,0.1101,0.2559,6.5703e-06,132
Baghabari_132kVtoShahjadpur_132kV_Line1,Baghabari_132kV,Shahjadpur_132kV,6.0,0.1101,0.2559,6.5703e-06,132
Chandpur_132kVtoChowmuhani_132kV_Line1,Chandpur_132kV,Chowmuhani_132kV,68.0,0.1101,0.2559,6.5703e-06,132
Chandpur_132kVtoChowmuhani_132kV_Line2,Chandpur_132kV,Chowmuhani_132kV,68.0,0.1101,0.2559,6.5703e-06,132
Barapukuria_132kVtoRangpur_132kV_Line1,Barapukuria_132kV,Rangpur_132kV,42.0,0.1101,0.2559,6.5703e-06,132
Barapukuria_132kVtoRangpur_132kV_Line2,Barapukuria_132kV,Rangpur_132kV,42.0,0.1101,0.2559,6.5703e-06,132
Barapukuria_132kVtoSaidpur_132kV_Line1,Barapukuria_132kV,Saidpur_132kV,36.0,0.082575,0.2559,6.5703e-06,132
