line_name,bus0,bus1,Length(km),Line Resistance (Ohm),Line Inductive Reactance (Ohm),Line Shunt Susceptance (Siemens),s_nom (MVA)
Madanganj_132kVtoChar Saidpur_132kV_Line1,Madanganj_132kV,Char Saidpur_132kV,3.0,0.08831,0.2441,6.8729e-06,132
Madanganj_132kVtoChar Saidpur_132kV_Line2,Madanganj_132kV,Char Saidpur_132kV,3.0,0.08831,0.2441,6.8729e-06,132
Kamrangirchar_132kVtoZigatola_132kV_Line1,Kamrangirchar_132kV,Zigatola_132kV,7.0,0.015,0.12,2e-05,132
Kamrangirchar_132kVtoZigatola_132kV_Line2,Kamrangirchar_132kV,Zigatola_132kV,7.0,0.015,0.12,2e-05,132
Energaon_132kVtoMongla_132kV_Line1,Energaon_132kV,Mongla_132kV,9.0,0.1101,0.2559,6.5703e-06,132
Hasnabad_132kVtoPostagola_132kV_Line1,Hasnabad_132kV,Postagola_132kV,2.0,0.015,0.12,2e-05,132
Hasnabad_132kVtoPostagola_132kV_Line2,Hasnabad_132kV,Postagola_132kV,2.0,0.015,0.12,2e-05,132
Bashundhara_132kVtoPurbachal_132kV_Line1,Bashundhara_132kV,Purbachal_132kV,5.5,0.015,0.12,2e-05,132
Bashundhara_132kVtoPurbachal_132kV_Line2,Bashundhara_132kV,Purbachal_132kV,5.5,0.015,0.12,2e-05,132
Chapai Nawabganj_132kVtoRahanpur_400kV_Line1,Chapai Nawabganj_132kV,Rahanpur_400kV,52.0,0.08808,0.2559,6.5703e-06,132
Sholoshahar_132kVtoMadunaghat_132kV_Line1,Sholoshahar_132kV,Madunaghat_132kV,0.0,0.015,0.12,2e-05,132
Madunaghat_132kVtoKalurghat_132kV_Line1,Madunaghat_132kV,Kalurghat_132kV,7.0,0.015,0.12,2e-05,132
Madunaghat_132kVtoKalurghat_132kV_Line2,Madunaghat_132kV,Kalurghat_132kV,7.0,0.015,0.12,2e-05,132
Khulshi_132kVtoRampur_132kV_Line1,Khulshi_132kV,Rampur_132kV,5.0,0.015,0.12,2e-05,132
Rangpur_132kVtoRangpur_132kV_Line1,Rangpur_132kV,Rangpur_132kV,35.5,0.1101,0.2559,6.5703e-06,132
Rangpur_132kVtoRangpur_132kV_Line2,Rangpur_132kV,Rangpur_132kV,35.5,0.1101,0.2559,6.5703e-06,132
Rampura_230kVtoDhaka University (DU)_132kV_Line1,Rampura_230kV,Dhaka University (DU)_132kV,7.5,0.015,0.12,2e-05,132
Rampura_230kVtoDhaka University (DU)_132kV_Line2,Rampura_230kV,Dhaka University (DU)_132kV,7.5,0.015,0.12,2e-05,132
Aminbazar_230kVtoAminbazar_230kV_Line1,Aminbazar_230kV,Aminbazar_230kV,0.0,0.06397,0.2362,7.1685e-06,132
Sripur_132kVtoBhaluka_132kV_Line1,Sripur_132kV,Bhaluka_132kV,22.5,0.1101,0.2559,6.5703e-06,132
Sripur_132kVtoBhaluka_132kV_Line2,Sripur_132kV,Bhaluka_132kV,22.5,0.1101,0.2559,6.5703e-06,132
Mirzapur_132kVtoKaliakoir_230kV_Line1,Mirzapur_132kV,Kaliakoir_230kV,1.75,0.08808,0.2559,6.5703e-06,132
Mirzapur_132kVtoKaliakoir_230kV_Line2,Mirzapur_132kV,Kaliakoir_230kV,1.75,0.08808,0.2559,6.5703e-06,132
Mirzapur_132kVtoKaliakoir_230kV_Line3,Mirzapur_132kV,Kaliakoir_230kV,1.75,0.08808,0.2559,6.5703e-06,132
Mirzapur_132kVtoKaliakoir_230kV_Line4,Mirzapur_132kV,Kaliakoir_230kV,1.75,0.08808,0.2559,6.5703e-06,132
Sylhet_132kVtoSylhet_132kV_Line1,Sylhet_132kV,Sylhet_132kV,2.0,0.08808,0.2559,6.5703e-06,132
Sylhet_132kVtoSylhet_132kV_Line2,Sylhet_132kV,Sylhet_132kV,2.0,0.08808,0.2559,6.5703e-06,132
Sylhet_132kVtoSylhet_132kV_Line3,Sylhet_132kV,Sylhet_132kV,2.0,0.08808,0.2559,6.5703e-06,132
Sylhet_132kVtoSylhet_132kV_Line4,Sylhet_132kV,Sylhet_132kV,2.0,0.08808,0.2559,6.5703e-06,132
Ullapara_132kVtoSirajganj_132kV_Line1,Ullapara_132kV,Sirajganj_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Ullapara_132kVtoSirajganj_132kV_Line2,Ullapara_132kV,Sirajganj_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Ullapara_132kVtoSirajganj_132kV_Line3,Ullapara_132kV,Sirajganj_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Ullapara_132kVtoSirajganj_132kV_Line4,Ullapara_132kV,Sirajganj_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Madunaghat_132kVtoKhulshi_132kV_Line1,Madunaghat_132kV,Khulshi_132kV,1.0,0.015,0.12,2e-05,132
Madunaghat_132kVtoKhulshi_132kV_Line2,Madunaghat_132kV,Khulshi_132kV,1.0,0.015,0.12,2e-05,132
Rahanpur_400kVtoNiamatpur_132kV_Line1,Rahanpur_400kV,Niamatpur_132kV,2.0,0.1101,0.2559,6.5703e-06,132
Rahanpur_400kVtoNiamatpur_132kV_Line2,Rahanpur_400kV,Niamatpur_132kV,2.0,0.1101,0.2559,6.5703e-06,132
Rahanpur_400kVtoNiamatpur_132kV_Line3,Rahanpur_400kV,Niamatpur_132kV,2.0,0.1101,0.2559,6.5703e-06,132
Rahanpur_400kVtoNiamatpur_132kV_Line4,Rahanpur_400kV,Niamatpur_132kV,2.0,0.1101,0.2559,6.5703e-06,132
Bhaluka_132kVtoBarmi_132kV_Line1,Bhaluka_132kV,Barmi_132kV,32.5,0.08808,0.2559,6.5703e-06,132
Bhaluka_132kVtoBarmi_132kV_Line2,Bhaluka_132kV,Barmi_132kV,32.5,0.08808,0.2559,6.5703e-06,132
Ghatail_132kVtoTangail_132kV_Line1,Ghatail_132kV,Tangail_132kV,1.5,0.1101,0.2559,6.5703e-06,132
Ghatail_132kVtoTangail_132kV_Line2,Ghatail_132kV,Tangail_132kV,1.5,0.1101,0.2559,6.5703e-06,132
Niamatpur_132kVtoRahanpur_400kV_Line1,Niamatpur_132kV,Rahanpur_400kV,28.0,0.1101,0.2559,6.5703e-06,132
Niamatpur_132kVtoRahanpur_400kV_Line2,Niamatpur_132kV,Rahanpur_400kV,28.0,0.1101,0.2559,6.5703e-06,132
Naogaon_132kVtoJoypurhat_132kV_Line1,Naogaon_132kV,Joypurhat_132kV,47.0,0.1101,0.2559,6.5703e-06,132
Panchagarh_132kVtoThakurgaon_132kV_Line1,Panchagarh_132kV,Thakurgaon_132kV,45.0,0.1101,0.2559,6.5703e-06,132
Cox's Bazar_132kVtoCox's Bazar_132kV_Line1,Cox's Bazar_132kV,Cox's Bazar_132kV,11.0,0.1101,0.2559,6.5703e-06,132
Barishal(N)_132kVtoBhandaria_132kV_Line1,Barishal(N)_132kV,Bhandaria_132kV,46.5,0.1101,0.2559,6.5703e-06,132
Barishal(N)_132kVtoBhandaria_132kV_Line2,Barishal(N)_132kV,Bhandaria_132kV,46.5,0.1101,0.2559,6.5703e-06,132
Pubail_132kVtoGhorashal_132kV_Line1,Pubail_132kV,Ghorashal_132kV,3.25,0.1101,0.2559,6.5703e-06,132
Pubail_132kVtoGhorashal_132kV_Line2,Pubail_132kV,Ghorashal_132kV,3.25,0.1101,0.2559,6.5703e-06,132
Pubail_132kVtoGhorashal_132kV_Line3,Pubail_132kV,Ghorashal_132kV,3.25,0.1101,0.2559,6.5703e-06,132
Pubail_132kVtoGhorashal_132kV_Line4,Pubail_132kV,Ghorashal_132kV,3.25,0.1101,0.2559,6.5703e-06,132
Sirajganj_132kVtoSirajganj_132kV_Line1,Sirajganj_132kV,Sirajganj_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Sirajganj_132kVtoSirajganj_132kV_Line2,Sirajganj_132kV,Sirajganj_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Muradnagar_132kVtoCumilla (N)_132kV_Line1,Muradnagar_132kV,Cumilla (N)_132kV,1.75,0.1101,0.2559,6.5703e-06,132
Muradnagar_132kVtoCumilla (N)_132kV_Line2,Muradnagar_132kV,Cumilla (N)_132kV,1.75,0.1101,0.2559,6.5703e-06,132
Muradnagar_132kVtoCumilla (N)_132kV_Line3,Muradnagar_132kV,Cumilla (N)_132kV,1.75,0.1101,0.2559,6.5703e-06,132
Muradnagar_132kVtoCumilla (N)_132kV_Line4,Muradnagar_132kV,Cumilla (N)_132kV,1.75,0.1101,0.2559,6.5703e-06,132
Bajitpur_132kVtoAshuganj_132kV_Line1,Bajitpur_132kV,Ashuganj_132kV,0.25,0.08808,0.2559,6.5703e-06,132
Bajitpur_132kVtoAshuganj_132kV_Line2,Bajitpur_132kV,Ashuganj_132kV,0.25,0.08808,0.2559,6.5703e-06,132
Bajitpur_132kVtoAshuganj_132kV_Line3,Bajitpur_132kV,Ashuganj_132kV,0.25,0.08808,0.2559,6.5703e-06,132
Bajitpur_132kVtoAshuganj_132kV_Line4,Bajitpur_132kV,Ashuganj_132kV,0.25,0.08808,0.2559,6.5703e-06,132
Rahanpur_400kVtoChowdala_132kV_Line1,Rahanpur_400kV,Chowdala_132kV,7.0,0.1101,0.2559,6.5703e-06,132
Rahanpur_400kVtoChowdala_132kV_Line2,Rahanpur_400kV,Chowdala_132kV,7.0,0.1101,0.2559,6.5703e-06,132
Mukhtagacha_132kVtoGhatail_132kV_Line1,Mukhtagacha_132kV,Ghatail_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Mukhtagacha_132kVtoGhatail_132kV_Line2,Mukhtagacha_132kV,Ghatail_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Mukhtagacha_132kVtoGhatail_132kV_Line3,Mukhtagacha_132kV,Ghatail_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Mukhtagacha_132kVtoGhatail_132kV_Line4,Mukhtagacha_132kV,Ghatail_132kV,0.75,0.1101,0.2559,6.5703e-06,132
Muradnagar_132kVtoKosba_132kV_Line1,Muradnagar_132kV,Kosba_132kV,24.0,0.1101,0.2559,6.5703e-06,132
Muradnagar_132kVtoKosba_132kV_Line2,Muradnagar_132kV,Kosba_132kV,24.0,0.1101,0.2559,6.5703e-06,132
Jhenaidah_132kVtoChuadanga_132kV_Line1,Jhenaidah_132kV,Chuadanga_132kV,39.0,0.1101,0.2559,6.5703e-06,132
Kurigram_132kVtoLalmonirhat_132kV_Line1,Kurigram_132kV,Lalmonirhat_132kV,31.0,0.1101,0.2559,6.5703e-06,132
Bhulta_132kVtoHaripur_230kV_Line1,Bhulta_132kV,Haripur_230kV,0.25,0.1101,0.2559,6.5703e-06,132
Bhulta_132kVtoHaripur_230kV_Line2,Bhulta_132kV,Haripur_230kV,0.25,0.1101,0.2559,6.5703e-06,132
Bhulta_132kVtoHaripur_230kV_Line3,Bhulta_132kV,Haripur_230kV,0.25,0.1101,0.2559,6.5703e-06,132
Bhulta_132kVtoHaripur_230kV_Line4,Bhulta_132kV,Haripur_230kV,0.25,0.1101,0.2559,6.5703e-06,132
Patiya_132kVtoSikalbaha_132kV_Line1,Patiya_132kV,Sikalbaha_132kV,0.5,0.08808,0.2559,6.5703e-06,132
Patiya_132kVtoSikalbaha_132kV_Line2,Patiya_132kV,Sikalbaha_132kV,0.5,0.08808,0.2559,6.5703e-06,132
Patiya_132kVtoSikalbaha_132kV_Line3,Patiya_132kV,Sikalbaha_132kV,0.5,0.08808,0.2559,6.5703e-06,132
Patiya_132kVtoSikalbaha_132kV_Line4,Patiya_132kV,Sikalbaha_132kV,0.5,0.08808,0.2559,6.5703e-06,132
Halishahar_132kVtoHalishahar_132kV_Line1,Halishahar_132kV,Halishahar_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Halishahar_132kVtoHalishahar_132kV_Line2,Halishahar_132kV,Halishahar_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Halishahar_132kVtoHalishahar_132kV_Line3,Halishahar_132kV,Halishahar_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Halishahar_132kVtoHalishahar_132kV_Line4,Halishahar_132kV,Halishahar_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Cumilla (N)_132kVtoChandina_132kV_Line1,Cumilla (N)_132kV,Chandina_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Cumilla (N)_132kVtoChandina_132kV_Line2,Cumilla (N)_132kV,Chandina_132kV,16.0,0.1101,0.2559,6.5703e-06,132
Rajendrapur_132kVtoSripur_132kV_Line1,Rajendrapur_132kV,Sripur_132kV,20.5,0.1101,0.2559,6.5703e-06,132
Rajendrapur_132kVtoSripur_132kV_Line2,Rajendrapur_132kV,Sripur_132kV,20.5,0.1101,0.2559,6.5703e-06,132
Araihazar_132kVtoBhulta_132kV_Line1,Araihazar_132kV,Bhulta_132kV,8.0,0.1101,0.2559,6.5703e-06,132
Araihazar_132kVtoBhulta_132kV_Line2,Araihazar_132kV,Bhulta_132kV,8.0,0.1101,0.2559,6.5703e-06,132
Ishwardi_132kVtoIshwardi_132kV_Line1,Ishwardi_132kV,Ishwardi_132kV,22.0,0.1101,0.2559,6.5703e-06,132
Ishwardi_132kVtoIshwardi_132kV_Line2,Ishwardi_132kV,Ishwardi_132kV,22.0,0.1101,0.2559,6.5703e-06,132
Kachua_132kVtoLaksam_132kV_Line1,Kachua_132kV,Laksam_132kV,32.0,0.1101,0.2559,6.5703e-06,132
Kachua_132kVtoLaksam_132kV_Line2,Kachua_132kV,Laksam_132kV,32.0,0.1101,0.2559,6.5703e-06,132
Chowmuhani_132kVtoLakshmipur_132kV_Line1,Chowmuhani_132kV,Lakshmipur_132kV,27.0,0.1101,0.2559,6.5703e-06,132
Chowmuhani_132kVtoLakshmipur_132kV_Line2,Chowmuhani_132kV,Lakshmipur_132kV,27.0,0.1101,0.2559,6.5703e-06,132
Taraganj_132kVtoSaidpur_132kV_Line1,Taraganj_132kV,Saidpur_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Taraganj_132kVtoSaidpur_132kV_Line2,Taraganj_132kV,Saidpur_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Taraganj_132kVtoSaidpur_132kV_Line3,Taraganj_132kV,Saidpur_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Taraganj_132kVtoSaidpur_132kV_Line4,Taraganj_132kV,Saidpur_132kV,0.25,0.1101,0.2559,6.5703e-06,132
Daganbhuiyan_132kVtoFeni_132kV_Line1,Daganbhuiyan_132kV,Feni_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Daganbhuiyan_132kVtoFeni_132kV_Line2,Daganbhuiyan_132kV,Feni_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Daganbhuiyan_132kVtoFeni_132kV_Line3,Daganbhuiyan_132kV,Feni_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Daganbhuiyan_132kVtoFeni_132kV_Line4,Daganbhuiyan_132kV,Feni_132kV,2.75,0.1101,0.2559,6.5703e-06,132
Rampura_230kVtoBashundhara_132kV_Line1,Rampura_230kV,Bashundhara_132kV,11.5,0.1101,0.2559,6.5703e-06,132
Rampura_230kVtoBashundhara_132kV_Line2,Rampura_230kV,Bashundhara_132kV,11.5,0.1101,0.2559,6.5703e-06,132
Sripur_132kVtoKodda_132kV_Line1,Sripur_132kV,Kodda_132kV,9.0,0.1101,0.2559,6.5703e-06,132
Sripur_132kVtoKodda_132kV_Line2,Sripur_132kV,Kodda_132kV,9.0,0.1101,0.2559,6.5703e-06,132
Sirajganj_132kVtoSirajganj_132kV_Line1,Sirajganj_132kV,Sirajganj_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Sirajganj_132kVtoSirajganj_132kV_Line2,Sirajganj_132kV,Sirajganj_132kV,10.0,0.1101,0.2559,6.5703e-06,132
Sathia_132kVtoIshwardi_132kV_Line1,Sathia_132kV,Ishwardi_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Sathia_132kVtoIshwardi_132kV_Line2,Sathia_132kV,Ishwardi_132kV,0.5,0.1101,0.2559,6.5703e-06,132
Kaliganj_132kVtoMaheshpur_132kV_Line1,Kaliganj_132kV,Maheshpur_132kV,26.0,0.1101,0.2559,6.5703e-06,132
Kaliganj_132kVtoMaheshpur_132kV_Line2,Kaliganj_132kV,Maheshpur_132kV,26.0,0.1101,0.2559,6.5703e-06,132
Feni (N)_230kVtoChauddagram_132kV_Line1,Feni (N)_230kV,Chauddagram_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Feni (N)_230kVtoChauddagram_132kV_Line2,Feni (N)_230kV,Chauddagram_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Feni (N)_230kVtoChauddagram_132kV_Line3,Feni (N)_230kV,Chauddagram_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Feni (N)_230kVtoChauddagram_132kV_Line4,Feni (N)_230kV,Chauddagram_132kV,4.0,0.1101,0.2559,6.5703e-06,132
Bakerganj_132kVtoBarishal_132kV_Line1,Bakerganj_132kV,Barishal_132kV,2.5,0.1101,0.2559,6.5703e-06,132
Bakerganj_132kVtoBarishal_132kV_Line2,Bakerganj_132kV,Barishal_132kV,2.5,0.1101,0.2559,6.5703e-06,132
Sathia_132kVtoPabna_132kV_Line1,Sathia_132kV,Pabna_132kV,34.5,0.1101,0.2559,6.5703e-06,132
Sathia_132kVtoPabna_132kV_Line2,Sathia_132kV,Pabna_132kV,34.5,0.1101,0.2559,6.5703e-06,132
