start_node,end_node,voltage_level,approx_length_km,status,line_name
Fenchuganj,Fenchuganj PS,132 kV,4.0,Existing,Fenchuganj_132kVtoFenchuganj PS_132kV_Line2
Fenchuganj,Fenchuganj PS,132 kV,4.0,Existing,Fenchuganj_132kVtoFenchuganj PS_132kV_Line3
Fenchuganj,Fenchuganj PS,132 kV,4.0,Existing,Fenchuganj_132kVtoFenchuganj PS_132kV_Line4
Fenchuganj,Sylhet,132 kV,32.0,Existing,Fenchuganj_132kVtoSylhet_132kV_Line1
Fenchuganj,Sylhet,132 kV,32.0,Existing,Fenchuganj_132kVtoSylhet_132kV_Line2
Sylhet,Chhatak,132 kV,33.0,Existing,Sylhet_132kVtoChhatak_132kV_Line1
Sylhet,Chhatak,132 kV,33.0,Existing,Sylhet_132kVtoChhatak_132kV_Line2
Kaptai,Hathazari,132 kV,45.0,Existing,Kaptai_132kVtoHathazari_132kV_Line1
Kaptai,Hathazari,132 kV,45.0,Existing,Kaptai_132kVtoHathazari_132kV_Line2
Hathazari,Baroirhat,132 kV,63.0,Existing,Hathazari_132kVtoBaroirhat_132kV_Line1
Hathazari,Baroirhat,132 kV,63.0,Existing,Hathazari_132kVtoBaroirhat_132kV_Line2
Feni,Comilla (N),132 kV,66.0,Existing,Feni_132kVtoComilla (N)_132kV_Line1
Feni,Comilla (N),132 kV,66.0,Existing,Feni_132kVtoComilla (N)_132kV_Line2
Comilla (N),Daudkandi,132 kV,55.0,Existing,Comilla (N)_132kVtoDaudkandi_132kV_Line1
Comilla (N),Daudkandi,132 kV,55.0,Existing,Comilla (N)_132kVtoDaudkandi_132kV_Line2
Daudkandi,Sonargaon,132 kV,62.0,Existing,Daudkandi_132kVtoSonargaon_132kV_Line1
Daudkandi,Sonargaon,132 kV,62.0,Existing,Daudkandi_132kVtoSonargaon_132kV_Line2
Sonargaon,Haripur,132 kV,15.0,Existing,Sonargaon_132kVtoHaripur_132kV_Line1
Sonargaon,Haripur,132 kV,15.0,Existing,Sonargaon_132kVtoHaripur_132kV_Line2
Haripur,Siddhirganj,132 kV,2.0,Existing,Haripur_132kVtoSiddhirganj_132kV_Line1
Haripur,Siddhirganj,132 kV,2.0,Existing,Haripur_132kVtoSiddhirganj_132kV_Line2
Khulshi,Halishahar,132 kV,13.0,Existing,Khulshi_132kVtoHalishahar_132kV_Line1
Khulshi,Halishahar,132 kV,13.0,Existing,Khulshi_132kVtoHalishahar_132kV_Line2
Comilla (N),Chandpur,132 kV,78.0,Existing,Comilla (N)_132kVtoChandpur_132kV_Line1
Comilla (N),Comilla (S),132 kV,16.0,Existing,Comilla (N)_132kVtoComilla (S)_132kV_Line1
Comilla (S),Chandpur,132 kV,62.0,Existing,Comilla (S)_132kVtoChandpur_132kV_Line1
Ashuganj,Kishoreganj,132 kV,52.0,Existing,Ashuganj_132kVtoKishoreganj_132kV_Line1
Ashuganj,Kishoreganj,132 kV,52.0,Existing,Ashuganj_132kVtoKishoreganj_132kV_Line2
Kishoreganj,Mymensingh,132 kV,59.0,Existing,Kishoreganj_132kVtoMymensingh_132kV_Line1
Kishoreganj,Mymensingh,132 kV,59.0,Existing,Kishoreganj_132kVtoMymensingh_132kV_Line2
Mymensingh,Jamalpur,132 kV,55.0,Existing,Mymensingh_132kVtoJamalpur_132kV_Line1
Mymensingh,Jamalpur,132 kV,55.0,Existing,Mymensingh_132kVtoJamalpur_132kV_Line2
Madunaghat,Sikalbaha,132 kV,17.0,Existing,Madunaghat_132kVtoSikalbaha_132kV_Line1
Madunaghat,TKC,132 kV,9.0,Existing,Madunaghat_132kVtoTKC_132kV_Line1
TKC,Sikalbaha,132 kV,9.0,Existing,TKC_132kVtoSikalbaha_132kV_Line1
Sikalbaha,Dohazari,132 kV,32.0,Existing,Sikalbaha_132kVtoDohazari_132kV_Line1
Sikalbaha,Dohazari,132 kV,32.0,Existing,Sikalbaha_132kVtoDohazari_132kV_Line2
Sikalbaha,Juldah,132 kV,8.0,Existing,Sikalbaha_132kVtoJuldah_132kV_Line1
Juldah,Halishahar,132 kV,8.0,Existing,Juldah_132kVtoHalishahar_132kV_Line1
Khulshi,Baroaulia,132 kV,15.0,Existing,Khulshi_132kVtoBaroaulia_132kV_Line1
Khulshi,AKSML,132 kV,11.0,Existing,Khulshi_132kVtoAKSML_132kV_Line1
AKSML,Baroaulia,132 kV,4.0,Existing,AKSML_132kVtoBaroaulia_132kV_Line1
Madunaghat,Khulshi,132 kV,13.0,Existing,Madunaghat_132kVtoKhulshi_132kV_Line1
Madunaghat,Khulshi,132 kV,13.0,Existing,Madunaghat_132kVtoKhulshi_132kV_Line1
Kaptai,Chandraghona,132 kV,12.0,Existing,Kaptai_132kVtoChandraghona_132kV_Line1
Kaptai,Chandraghona,132 kV,12.0,Existing,Kaptai_132kVtoChandraghona_132kV_Line2
Chandraghona,Madunaghat,132 kV,27.0,Existing,Chandraghona_132kVtoMadunaghat_132kV_Line1
Chandraghona,Madunaghat,132 kV,27.0,Existing,Chandraghona_132kVtoMadunaghat_132kV_Line2
Madunaghat,Hathazari,132 kV,10.0,Existing,Madunaghat_132kVtoHathazari_132kV_Line1
Madunaghat,Hathazari,132 kV,10.0,Existing,Madunaghat_132kVtoHathazari_132kV_Line2
Hathazari,Baroaulia,132 kV,11.0,Existing,Hathazari_132kVtoBaroaulia_132kV_Line1
Hathazari,Baroaulia,132 kV,11.0,Existing,Hathazari_132kVtoBaroaulia_132kV_Line2
Dohazari,Cox's Bazar,132 kV,87.0,Existing,Dohazari_132kVtoCox's Bazar_132kV_Line1
Dohazari,Cox's Bazar,132 kV,87.0,Existing,Dohazari_132kVtoCox's Bazar_132kV_Line2
Feni,Chowmuhani,132 kV,32.0,Existing,Feni_132kVtoChowmuhani_132kV_Line1
Feni,Chowmuhani,132 kV,32.0,Existing,Feni_132kVtoChowmuhani_132kV_Line2
Baroaulia,Kabir Steel,132 kV,4.0,Existing,Baroaulia_132kVtoKabir Steel_132kV_Line1
Mymensingh,Netrokona,132 kV,34.0,Existing,Mymensingh_132kVtoNetrokona_132kV_Line1
Mymensingh,Netrokona,132 kV,34.0,Existing,Mymensingh_132kVtoNetrokona_132kV_Line2
Goalpara,Khulna (C),132 kV,2.0,Existing,Goalpara_132kVtoKhulna (C)_132kV_Line1
Goalpara,Khulna (C),132 kV,2.0,Existing,Goalpara_132kVtoKhulna (C)_132kV_Line2
Khulna (C),Noapara,132 kV,23.0,Existing,Khulna (C)_132kVtoNoapara_132kV_Line1
Khulna (C),Noapara,132 kV,23.0,Existing,Khulna (C)_132kVtoNoapara_132kV_Line2
Noapara,Jessore,132 kV,28.0,Existing,Noapara_132kVtoJessore_132kV_Line1
Noapara,Jessore,132 kV,28.0,Existing,Noapara_132kVtoJessore_132kV_Line2
Jessore,Jhenaidah,132 kV,48.0,Existing,Jessore_132kVtoJhenaidah_132kV_Line1
Jessore,Jhenaidah,132 kV,48.0,Existing,Jessore_132kVtoJhenaidah_132kV_Line2
Jhenaidah,Kustia,132 kV,43.0,Existing,Jhenaidah_132kVtoKustia_132kV_Line1
Jhenaidah,Kustia,132 kV,43.0,Existing,Jhenaidah_132kVtoKustia_132kV_Line2
Kustia,Bheramana,132 kV,23.0,Existing,Kustia_132kVtoBheramana_132kV_Line1
Kustia,Bheramana,132 kV,23.0,Existing,Kustia_132kVtoBheramana_132kV_Line2
Bheramara,Ishwardi,132 kV,10.0,Existing,Bheramara_132kVtoIshwardi_132kV_Line1
Bheramara,Ishwardi,132 kV,10.0,Existing,Bheramara_132kVtoIshwardi_132kV_Line2
Ishwardi,Natore,132 kV,42.0,Existing,Ishwardi_132kVtoNatore_132kV_Line1
Ishwardi,Natore,132 kV,42.0,Existing,Ishwardi_132kVtoNatore_132kV_Line2
Natore,Bogra,132 kV,61.0,Existing,Natore_132kVtoBogra_132kV_Line1
Natore,Bogra,132 kV,61.0,Existing,Natore_132kVtoBogra_132kV_Line2
Bogra,Palashbari,132 kV,50.0,Existing,Bogra_132kVtoPalashbari_132kV_Line1
Bogra,Palashbari,132 kV,50.0,Existing,Bogra_132kVtoPalashbari_132kV_Line2
Palashbari,Rangpur,132 kV,52.0,Existing,Palashbari_132kVtoRangpur_132kV_Line1
Palashbari,Rangpur,132 kV,52.0,Existing,Palashbari_132kVtoRangpur_132kV_Line2
Rangpur,Saidpur,132 kV,42.0,Existing,Rangpur_132kVtoSaidpur_132kV_Line1
Rangpur,Saidpur,132 kV,42.0,Existing,Rangpur_132kVtoSaidpur_132kV_Line2
Saidpur,Purbasadipur,132 kV,25.0,Existing,Saidpur_132kVtoPurbasadipur_132kV_Line1
Saidpur,Purbasadipur,132 kV,25.0,Existing,Saidpur_132kVtoPurbasadipur_132kV_Line2
Purbasadipur,Thakurgaon,132 kV,45.0,Existing,Purbasadipur_132kVtoThakurgaon_132kV_Line1
Purbasadipur,Thakurgaon,132 kV,45.0,Existing,Purbasadipur_132kVtoThakurgaon_132kV_Line2
Barisal,Bhandaria,132 kV,49.0,Existing,Barisal_132kVtoBhandaria_132kV_Line1
Bhandaria,Bagerhat,132 kV,40.0,Existing,Bhandaria_132kVtoBagerhat_132kV_Line1
Bagerhat,Mongla,132 kV,28.0,Existing,Bagerhat_132kVtoMongla_132kV_Line1
Barisal,Patuakhali,132 kV,38.0,Existing,Barisal_132kVtoPatuakhali_132kV_Line1
Bheramara,Faridpur,132 kV,105.0,Existing,Bheramara_132kVtoFaridpur_132kV_Line1
Bheramara,Faridpur,132 kV,105.0,Existing,Bheramara_132kVtoFaridpur_132kV_Line2
Faridpur,Madaripur,132 kV,66.0,Existing,Faridpur_132kVtoMadaripur_132kV_Line1
Faridpur,Madaripur,132 kV,66.0,Existing,Faridpur_132kVtoMadaripur_132kV_Line2
Madaripur,Barisal(N),132 kV,49.0,Existing,Madaripur_132kVtoBarisal(N)_132kV_Line1
Madaripur,Barisal(N),132 kV,49.0,Existing,Madaripur_132kVtoBarisal(N)_132kV_Line2
Barishal(N),Barishal,132 kV,10.0,Existing,Barishal(N)_132kVtoBarishal_132kV_Line1
Barishal(N),Barishal,132 kV,10.0,Existing,Barishal(N)_132kVtoBarishal_132kV_Line2
Rajshahi,Natore,132 kV,37.0,Existing,Rajshahi_132kVtoNatore_132kV_Line1
Ishwardi,Baghabari,132 kV,63.0,Existing,Ishwardi_132kVtoBaghabari_132kV_Line1
Baghabari,Shahjadpur,132 kV,5.0,Existing,Baghabari_132kVtoShahjadpur_132kV_Line1
Ishwardi,Pabna,132 kV,18.0,Existing,Ishwardi_132kVtoPabna_132kV_Line1
Pabna,Shahjadpur,132 kV,41.0,Existing,Pabna_132kVtoShahjadpur_132kV_Line1
Bogra,Sirajganj,132 kV,66.0,Existing,Bogra_132kVtoSirajganj_132kV_Line1
Bogra,Sirajganj,132 kV,66.0,Existing,Bogra_132kVtoSirajganj_132kV_Line2
Sirajganj,Shahjadpur,132 kV,34.0,Existing,Sirajganj_132kVtoShahjadpur_132kV_Line1
Sirajganj,Baghabari,132 kV,40.0,Existing,Sirajganj_132kVtoBaghabari_132kV_Line1
Rajshahi,Chapai Nawabganj,132 kV,48.0,Existing,Rajshahi_132kVtoChapai Nawabganj_132kV_Line1
Rajshahi,Chapai Nawabganj,132 kV,48.0,Existing,Rajshahi_132kVtoChapai Nawabganj_132kV_Line2
Rangpur,Lalmonirhat,132 kV,38.0,Existing,Rangpur_132kVtoLalmonirhat_132kV_Line1
Bogra,Naogaon,132 kV,44.0,Existing,Bogra_132kVtoNaogaon_132kV_Line1
Bogra,Naogaon,132 kV,44.0,Existing,Bogra_132kVtoNaogaon_132kV_Line2
Kabirpur,Tangail,132 kV,51.0,Existing,Kabirpur_132kVtoTangail_132kV_Line1
Kabirpur,Tangail,132 kV,51.0,Existing,Kabirpur_132kVtoTangail_132kV_Line2
Tongi,Mirpur,132 kV,17.0,Existing,Tongi_132kVtoMirpur_132kV_Line1
Tongi,Uttara,132 kV,15.0,Existing,Tongi_132kVtoUttara_132kV_Line1
Uttara,Mirpur,132 kV,9.0,Existing,Uttara_132kVtoMirpur_132kV_Line1
Mirpur,Aminbazar,132 kV,7.0,Existing,Mirpur_132kVtoAminbazar_132kV_Line1
Mirpur,Aminbazar,132 kV,7.0,Existing,Mirpur_132kVtoAminbazar_132kV_Line2
Aminbazar,Kallayanpur,132 kV,4.0,Existing,Aminbazar_132kVtoKallayanpur_132kV_Line1
Aminbazar,Kallayanpur,132 kV,4.0,Existing,Aminbazar_132kVtoKallayanpur_132kV_Line2
Hasnabad,Lalbagh,132 kV,30.0,Existing,Hasnabad_132kVtoLalbagh_132kV_Line1
Kamrangirchar,Lalbagh,132 kV,3.0,Existing,Kamrangirchar_132kVtoLalbagh_132kV_Line1
Kallayanpur,Kamrangirchar,132 kV,11.0,Existing,Kallayanpur_132kVtoKamrangirchar_132kV_Line1
Kallayanpur,Keraniganj,132 kV,20.0,Existing,Kallayanpur_132kVtoKeraniganj_132kV_Line1
Hasnabad,Keraniganj,132 kV,14.0,Existing,Hasnabad_132kVtoKeraniganj_132kV_Line1
Tongi,New Tongi,132 kV,1.0,Existing,Tongi_132kVtoNew Tongi_132kV_Line1
Tongi,New Tongi,132 kV,1.0,Existing,Tongi_132kVtoNew Tongi_132kV_Line2
Hasnabad,Sitalakhya,132 kV,13.0,Existing,Hasnabad_132kVtoSitalakhya_132kV_Line1
Madanganj,Sitalakhya,132 kV,4.0,Existing,Madanganj_132kVtoSitalakhya_132kV_Line1
Hasnabad,Shyampur,132 kV,21.0,Existing,Hasnabad_132kVtoShyampur_132kV_Line1
Shyampur,Haripur,132 kV,30.0,Existing,Shyampur_132kVtoHaripur_132kV_Line1
Madanganj,Haripur,132 kV,12.0,Existing,Madanganj_132kVtoHaripur_132kV_Line1
Siddhirganj,Ullon,132 kV,16.0,Existing,Siddhirganj_132kVtoUllon_132kV_Line1
Siddhirganj,Ullon,132 kV,16.0,Existing,Siddhirganj_132kVtoUllon_132kV_Line2
Haripur,Matuail,132 kV,6.0,Existing,Haripur_132kVtoMatuail_132kV_Line1
Maniknagar,Matuail,132 kV,16.0,Existing,Maniknagar_132kVtoMatuail_132kV_Line1
Siddhirganj,Maniknagar,132 kV,10.0,Existing,Siddhirganj_132kVtoManiknagar_132kV_Line1
Maniknagar,Narinda,132 kV,5.0,Existing,Maniknagar_132kVtoNarinda_132kV_Line1
Maniknagar,Narinda,132 kV,5.0,Existing,Maniknagar_132kVtoNarinda_132kV_Line2
Ullon,Dhanmondi,132 kV,6.0,Existing,Ullon_132kVtoDhanmondi_132kV_Line1
Ullon,Dhanmondi,132 kV,6.0,Existing,Ullon_132kVtoDhanmondi_132kV_Line2
Ullon,Dhanmondi,132 kV,6.0,Existing,Ullon_132kVtoDhanmondi_132kV_Line1
Ullon,Dhanmondi,132 kV,6.0,Existing,Ullon_132kVtoDhanmondi_132kV_Line2
Tongi,Kabirpur,132 kV,23.0,Existing,Tongi_132kVtoKabirpur_132kV_Line1
Tongi,Kabirpur,132 kV,23.0,Existing,Tongi_132kVtoKabirpur_132kV_Line2
Kabirpur,Manikganj,132 kV,32.0,Existing,Kabirpur_132kVtoManikganj_132kV_Line1
Kabirpur,Manikganj,132 kV,32.0,Existing,Kabirpur_132kVtoManikganj_132kV_Line2
Ullon,Rampura,132 kV,4.0,Existing,Ullon_132kVtoRampura_132kV_Line1
Ullon,Rampura,132 kV,4.0,Existing,Ullon_132kVtoRampura_132kV_Line2
Rampura,Bashundhara,132 kV,8.0,Existing,Rampura_132kVtoBashundhara_132kV_Line1
Rampura,Bashundhara,132 kV,8.0,Existing,Rampura_132kVtoBashundhara_132kV_Line2
Bashundhara,Tongi,132 kV,11.0,Existing,Bashundhara_132kVtoTongi_132kV_Line1
Bashundhara,Tongi,132 kV,11.0,Existing,Bashundhara_132kVtoTongi_132kV_Line2
Rampura,Moghbazar,132 kV,5.0,Existing,Rampura_132kVtoMoghbazar_132kV_Line1
Rampura,Moghbazar,132 kV,5.0,Existing,Rampura_132kVtoMoghbazar_132kV_Line2
Ghorasal,Joydevpur,132 kV,28.0,Existing,Ghorasal_132kVtoJoydevpur_132kV_Line1
Ghorasal,Joydevpur,132 kV,28.0,Existing,Ghorasal_132kVtoJoydevpur_132kV_Line2
Baghabari,Shahjadpur,132 kV,6.0,Existing,Baghabari_132kVtoShahjadpur_132kV_Line1
Chandpur,Chowmuhani,132 kV,68.0,Existing,Chandpur_132kVtoChowmuhani_132kV_Line1
Chandpur,Chowmuhani,132 kV,68.0,Existing,Chandpur_132kVtoChowmuhani_132kV_Line2
Barapukuria,Rangpur,132 kV,42.0,Existing,Barapukuria_132kVtoRangpur_132kV_Line1
Barapukuria,Rangpur,132 kV,42.0,Existing,Barapukuria_132kVtoRangpur_132kV_Line2
Barapukuria,Saidpur,132 kV,36.0,Existing,Barapukuria_132kVtoSaidpur_132kV_Line1
Barapukuria,Saidpur,132 kV,36.0,Existing,Barapukuria_132kVtoSaidpur_132kV_Line2
Madaripur,Gopalganj,132 kV,45.0,Existing,Madaripur_132kVtoGopalganj_132kV_Line1
Khulna (C),Khulna(S),132 kV,9.0,Existing,Khulna (C)_132kVtoKhulna(S)_132kV_Line1
Khulna (C),Khulna(S),132 kV,9.0,Existing,Khulna (C)_132kVtoKhulna(S)_132kV_Line2
Khulna(S),Satkhira,132 kV,47.0,Existing,Khulna(S)_132kVtoSatkhira_132kV_Line1
Khulna(S),Satkhira,132 kV,47.0,Existing,Khulna(S)_132kVtoSatkhira_132kV_Line2
Rajshahi,Natore,132 kV,40.0,Existing,Rajshahi_132kVtoNatore_132kV_Line1
Rampura,Gulshan,132 kV,3.0,Existing,Rampura_132kVtoGulshan_132kV_Line1
Rampura,Gulshan,132 kV,3.0,Existing,Rampura_132kVtoGulshan_132kV_Line2
Sikalbaha,Bakulia,132 kV,4.0,Existing,Sikalbaha_132kVtoBakulia_132kV_Line1
Sikalbaha,Bakulia,132 kV,4.0,Existing,Sikalbaha_132kVtoBakulia_132kV_Line2
Juldah,Shahmirpur,132 kV,6.0,Existing,Juldah_132kVtoShahmirpur_132kV_Line1
Juldah,Shahmirpur,132 kV,6.0,Existing,Juldah_132kVtoShahmirpur_132kV_Line2
Khulshi,Bakulia,132 kV,15.0,Existing,Khulshi_132kVtoBakulia_132kV_Line1
Khulshi,Bakulia,132 kV,15.0,Existing,Khulshi_132kVtoBakulia_132kV_Line2
Haripur,Maniknagar,132 kV,13.0,Existing,Haripur_132kVtoManiknagar_132kV_Line1
Joydevpur,Kodda PP,132 kV,8.0,Existing,Joydevpur_132kVtoKodda PP_132kV_Line1
Joydevpur,Kodda PP,132 kV,8.0,Existing,Joydevpur_132kVtoKodda PP_132kV_Line2
Kodda PP,Kabirpur,132 kV,10.0,Existing,Kodda PP_132kVtoKabirpur_132kV_Line1
Kodda PP,Kabirpur,132 kV,10.0,Existing,Kodda PP_132kVtoKabirpur_132kV_Line2
Sikalbaha,Shahmirpur,132 kV,9.0,Existing,Sikalbaha_132kVtoShahmirpur_132kV_Line1
Sikalbaha,Shahmirpur,132 kV,9.0,Existing,Sikalbaha_132kVtoShahmirpur_132kV_Line2
Khulshi,Halishahar,132 kV,13.0,Existing,Khulshi_132kVtoHalishahar_132kV_Line1
BograOld,BograNew,132 kV,2.0,Existing,BograOld_132kVtoBograNew_132kV_Line1
BograOld,BograNew,132 kV,2.0,Existing,BograOld_132kVtoBograNew_132kV_Line2
Ashuganj,Shahjibazar,132 kV,53.0,Existing,Ashuganj_132kVtoShahjibazar_132kV_Line1
Khulna (S),Gallamari,132 kV,4.0,Existing,Khulna (S)_132kVtoGallamari_132kV_Line1
Khulna (S),Gallamari,132 kV,4.0,Existing,Khulna (S)_132kVtoGallamari_132kV_Line2
Naogaon,Niyamatpur,132 kV,46.0,Existing,Naogaon_132kVtoNiyamatpur_132kV_Line1
Aminbazar,Savar,132 kV,16.0,Existing,Aminbazar_132kVtoSavar_132kV_Line1
Aminbazar,Savar,132 kV,16.0,Existing,Aminbazar_132kVtoSavar_132kV_Line2
Jhenaidah,Magura,132 kV,27.0,Existing,Jhenaidah_132kVtoMagura_132kV_Line1
Jhenaidah,Magura,132 kV,27.0,Existing,Jhenaidah_132kVtoMagura_132kV_Line2
Jhenaidah,Chuadanga,132 kV,39.0,Existing,Jhenaidah_132kVtoChuadanga_132kV_Line1
Naogaon,Joypurhat,132 kV,46.0,Existing,Naogaon_132kVtoJoypurhat_132kV_Line1
Thakurgaon,Panchagarh,132 kV,45.0,Existing,Thakurgaon_132kVtoPanchagarh_132kV_Line1
Sonargaon S/S to Megnaghat Rental PP,Sonargaon S/S to Megnaghat Rental PP,132 kV,5.0,Existing,Sonargaon S/S to Megnaghat Rental PP_132kVtoSonargaon S/S to Megnaghat Rental PP_132kV_Line1
Sonargaon S/S to Megnaghat Rental PP,Sonargaon S/S to Megnaghat Rental PP,132 kV,5.0,Existing,Sonargaon S/S to Megnaghat Rental PP_132kVtoSonargaon S/S to Megnaghat Rental PP_132kV_Line2
Shiddhirganj to Siddhirganj Dutch Bangla PP,Shiddhirganj to Siddhirganj Dutch Bangla PP,132 kV,2.0,Existing,Shiddhirganj to Siddhirganj Dutch Bangla PP_132kVtoShiddhirganj to Siddhirganj Dutch Bangla PP_132kV_Line1
Goalpara,Khulna ©,132 kV,2.0,Existing,Goalpara_132kVtoKhulna ©_132kV_Line1
Noapara PP to Noapara Ss,Noapara PP to Noapara Ss,132 kV,2.0,Existing,Noapara PP to Noapara Ss_132kVtoNoapara PP to Noapara Ss_132kV_Line1
Daudkandi PP to Daudkandi ss,Daudkandi PP to Daudkandi ss,132 kV,1.0,Existing,Daudkandi PP to Daudkandi ss_132kVtoDaudkandi PP to Daudkandi ss_132kV_Line1
Gopalganj PP to Gopalganj ss,Gopalganj PP to Gopalganj ss,132 kV,1.0,Existing,Gopalganj PP to Gopalganj ss_132kVtoGopalganj PP to Gopalganj ss_132kV_Line1
Shiddhirganj desh energy PP to Siddhirganj ss,Shiddhirganj desh energy PP to Siddhirganj ss,132 kV,3.0,Existing,Shiddhirganj desh energy PP to Siddhirganj ss_132kVtoShiddhirganj desh energy PP to Siddhirganj ss_132kV_Line1
Faridpur PP to Faridpur,Bheramara,132 kV,1.0,Existing,Faridpur PP to Faridpur_132kVtoBheramara_132kV_Line1
Bera PP to Baghabari,Ishwardi line,132 kV,5.0,Existing,Bera PP to Baghabari_132kVtoIshwardi line_132kV_Line1
Amnura PP to Rajshahi,Chapai,132 kV,13.0,Existing,Amnura PP to Rajshahi_132kVtoChapai_132kV_Line1
Madanganj,Munsiganj,132 kV,4.0,Existing,Madanganj_132kVtoMunsiganj_132kV_Line1
Madanganj,Munsiganj,132 kV,4.0,Existing,Madanganj_132kVtoMunsiganj_132kV_Line2
Old Airport,Cantonment,132 kV,7.0,Existing,Old Airport_132kVtoCantonment_132kV_Line1
Old Airport,Cantonment,132 kV,7.0,Existing,Old Airport_132kVtoCantonment_132kV_Line2
Fenchuganj,Kulaura,132 kV,25.0,Existing,Fenchuganj_132kVtoKulaura_132kV_Line1
Fenchuganj,Kulaura,132 kV,25.0,Existing,Fenchuganj_132kVtoKulaura_132kV_Line2
Jamalpur,Sherpur,132 kV,20.0,Existing,Jamalpur_132kVtoSherpur_132kV_Line1
Jamalpur,Sherpur,132 kV,20.0,Existing,Jamalpur_132kVtoSherpur_132kV_Line2
Old Airport,Sajmasjid,132 kV,8.0,Existing,Old Airport_132kVtoSajmasjid_132kV_Line1
Old Airport,Sajmasjid,132 kV,8.0,Existing,Old Airport_132kVtoSajmasjid_132kV_Line2
Rampura,Madertek,132 kV,5.0,Existing,Rampura_132kVtoMadertek_132kV_Line1
Rampura,Madertek,132 kV,5.0,Existing,Rampura_132kVtoMadertek_132kV_Line2
Comilla(N),Comilla(S),132 kV,19.0,Existing,Comilla(N)_132kVtoComilla(S)_132kV_Line1
Comilla(N),Comilla(S),132 kV,19.0,Existing,Comilla(N)_132kVtoComilla(S)_132kV_Line2
Goalpara,Bagerhat,132 kV,45.0,Existing,Goalpara_132kVtoBagerhat_132kV_Line1
Goalpara,Bagerhat,132 kV,45.0,Existing,Goalpara_132kVtoBagerhat_132kV_Line2
Kaliakoir,Kabirpur,132 kV,4.0,Existing,Kaliakoir_132kVtoKabirpur_132kV_Line1
Kaliakoir,Kabirpur,132 kV,4.0,Existing,Kaliakoir_132kVtoKabirpur_132kV_Line2
Kaliakoir,Kabirpur,132 kV,4.0,Existing,Kaliakoir_132kVtoKabirpur_132kV_Line3
Kaliakoir,Kabirpur,132 kV,4.0,Existing,Kaliakoir_132kVtoKabirpur_132kV_Line4
Kaliakoir,Tangail,132 kV,4.0,Existing,Kaliakoir_132kVtoTangail_132kV_Line1
Kaliakoir,Tangail,132 kV,4.0,Existing,Kaliakoir_132kVtoTangail_132kV_Line2
Kaliakoir,Tangail,132 kV,4.0,Existing,Kaliakoir_132kVtoTangail_132kV_Line3
Kaliakoir,Tangail,132 kV,4.0,Existing,Kaliakoir_132kVtoTangail_132kV_Line4
Tangail,RPCL,132 kV,93.0,Existing,Tangail_132kVtoRPCL_132kV_Line1
Tangail,RPCL,132 kV,93.0,Existing,Tangail_132kVtoRPCL_132kV_Line2
Amnura,Chapai Nawabganj,132 kV,13.0,Existing,Amnura_132kVtoChapai Nawabganj_132kV_Line1
Kaliakoir,Dhamrai,132 kV,23.0,Existing,Kaliakoir_132kVtoDhamrai_132kV_Line1
Kaliakoir,Dhamrai,132 kV,23.0,Existing,Kaliakoir_132kVtoDhamrai_132kV_Line2
Rangamati,Khagrachari,132 kV,52.0,Existing,Rangamati_132kVtoKhagrachari_132kV_Line1
Rangamati,Khagrachari,132 kV,52.0,Existing,Rangamati_132kVtoKhagrachari_132kV_Line2
Chandraghona,Rangamati,132 kV,28.0,Existing,Chandraghona_132kVtoRangamati_132kV_Line1
Chandraghona,Rangamati,132 kV,28.0,Existing,Chandraghona_132kVtoRangamati_132kV_Line2
Chhatak,Sunamganj,132 kV,32.0,Existing,Chhatak_132kVtoSunamganj_132kV_Line1
Chhatak,Sunamganj,132 kV,32.0,Existing,Chhatak_132kVtoSunamganj_132kV_Line2
Beanibazar,Sylhet T-Connection,132 kV,30.0,Existing,Beanibazar_132kVtoSylhet T-Connection_132kV_Line1
Beanibazar,Sylhet T-Connection,132 kV,30.0,Existing,Beanibazar_132kVtoSylhet T-Connection_132kV_Line2
Uttara 3P,Tongi,132 kV,1.0,Existing,Uttara 3P_132kVtoTongi_132kV_Line1
Uttara 3P,Mirpur,132 kV,1.0,Existing,Uttara 3P_132kVtoMirpur_132kV_Line1
Dohazari-Cox's Bazar,Matarbari,132 kV,18.0,Existing,Dohazari-Cox's Bazar_132kVtoMatarbari_132kV_Line1
Feni,Baroirhat,132 kV,28.0,Existing,Feni_132kVtoBaroirhat_132kV_Line1
Feni,Baroirhat,132 kV,28.0,Existing,Feni_132kVtoBaroirhat_132kV_Line2
Brahmanbaria,Narsingdi,132 kV,55.0,Existing,Brahmanbaria_132kVtoNarsingdi_132kV_Line1
Brahmanbaria,Narsingdi,132 kV,55.0,Existing,Brahmanbaria_132kVtoNarsingdi_132kV_Line2
Saidpur,Jaldhaka,132 kV,30.0,Existing,Saidpur_132kVtoJaldhaka_132kV_Line1
Saidpur,Jaldhaka,132 kV,30.0,Existing,Saidpur_132kVtoJaldhaka_132kV_Line2
RNPP,Ishurdi,132 kV,7.0,Existing,RNPP_132kVtoIshurdi_132kV_Line1
RNPP,Ishurdi,132 kV,7.0,Existing,RNPP_132kVtoIshurdi_132kV_Line2
Confedence PP,Bogura 230kV,132 kV,8.0,Existing,Confedence PP_132kVtoBogura 230kV_132kV_Line1
Confedence PP,Bogura 230kV,132 kV,8.0,Existing,Confedence PP_132kVtoBogura 230kV_132kV_Line2
