name,bus0,bus1,length,r_ohm_per_km,x_ohm_per_km,b_siemens_per_km,v_nom_kv,n_circuits,conductor,is_lilo,source_name
Brahmanbaria_Narsingdi_TL_2,Brahmanbaria_132kV,Narsingdi_132kV,55.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Brahmanbaria-Narsingdi
Saidpur_Jaldhaka_TL_1,Saidpur_132kV,Jaldhaka_132kV,30.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Saidpur-Jaldhaka
Saidpur_Jaldhaka_TL_2,Saidpur_132kV,Jaldhaka_132kV,30.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Saidpur-Jaldhaka
Rooppur_Ishwardi_TL_1,Rooppur_132kV,Ishwardi_132kV,7.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,RNPP-Ishurdi
Rooppur_Ishwardi_TL_2,Rooppur_132kV,Ishwardi_132kV,7.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,RNPP-Ishurdi
Bogura_Bogura_TL_1,Bogura_132kV,Bogura_132kV,8.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Confedence PP - Bogura 230kV
Bogura_Bogura_TL_2,Bogura_132kV,Bogura_132kV,8.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Confedence PP - Bogura 230kV
LILO_Sherpur_Jamalpur_TL_1,Sherpur_132kV,Jamalpur_132kV,3.25,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Jamalpur-Sherpur at United PP
LILO_Sherpur_Jamalpur_TL_2,Sherpur_132kV,Jamalpur_132kV,3.25,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Jamalpur-Sherpur at United PP
LILO_Sherpur_Jamalpur_TL_3,Sherpur_132kV,Jamalpur_132kV,3.25,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Jamalpur-Sherpur at United PP
LILO_Sherpur_Jamalpur_TL_4,Sherpur_132kV,Jamalpur_132kV,3.25,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Jamalpur-Sherpur at United PP
Goalpara_Bagerhat_TL_1,Goalpara_132kV,Bagerhat_132kV,6.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,LILO of Goalpara-Bagerhat single circuit atLabanchora PP
Goalpara_Bagerhat_TL_2,Goalpara_132kV,Bagerhat_132kV,6.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,LILO of Goalpara-Bagerhat single circuit atLabanchora PP
Mymensingh_Bhaluka_TL_1,Mymensingh_132kV,Bhaluka_132kV,43.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Mymensingh-Bhaluka
Mymensingh_Bhaluka_TL_2,Mymensingh_132kV,Bhaluka_132kV,43.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Mymensingh-Bhaluka
LILO_Mahasthangarh_Bogura_TL_1,Mahasthangarh_132kV,Bogura_132kV,0.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,True,LILO of Bogura-Palashbari at Mahasthangarh
LILO_Mahasthangarh_Bogura_TL_2,Mahasthangarh_132kV,Bogura_132kV,0.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,True,LILO of Bogura-Palashbari at Mahasthangarh
Gopalganj_Gopalganj_TL_1,Gopalganj_132kV,Gopalganj_132kV,15.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Modhumati PP - Gopalganj
Jashore_Benapole_TL_1,Jashore_132kV,Benapole_132kV,30.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Jashore-Benapole
Jashore_Benapole_TL_2,Jashore_132kV,Benapole_132kV,30.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Jashore-Benapole
Madaripur_Shariatpur_TL_1,Madaripur_132kV,Shariatpur_132kV,22.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Madaripur-Shariatpur
Madaripur_Shariatpur_TL_2,Madaripur_132kV,Shariatpur_132kV,22.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Madaripur-Shariatpur
LILO_Shyampur_Shyampur_TL_1,Shyampur_132kV,Shyampur_132kV,0.25,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Shyampur-Haripur at Shyampur
LILO_Shyampur_Shyampur_TL_2,Shyampur_132kV,Shyampur_132kV,0.25,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Shyampur-Haripur at Shyampur
LILO_Shyampur_Shyampur_TL_3,Shyampur_132kV,Shyampur_132kV,0.25,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Shyampur-Haripur at Shyampur
LILO_Shyampur_Shyampur_TL_4,Shyampur_132kV,Shyampur_132kV,0.25,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Shyampur-Haripur at Shyampur
Rangpur_Kurigram_TL_1,Rangpur_132kV,Kurigram_132kV,41.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Rangpur-Kurigram
Magura_Narail_TL_1,Magura_132kV,Narail_132kV,39.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Magura-Narail
Magura_Narail_TL_2,Magura_132kV,Narail_132kV,39.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Magura-Narail
LILO_Sherpur(Bogura)_Bogura_TL_1,Sherpur(Bogura)_132kV,Bogura_132kV,0.75,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Bogura-Sirajganj at Sherpur (Bogura)
LILO_Sherpur(Bogura)_Bogura_TL_2,Sherpur(Bogura)_132kV,Bogura_132kV,0.75,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Bogura-Sirajganj at Sherpur (Bogura)
LILO_Sherpur(Bogura)_Bogura_TL_3,Sherpur(Bogura)_132kV,Bogura_132kV,0.75,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Bogura-Sirajganj at Sherpur (Bogura)
LILO_Sherpur(Bogura)_Bogura_TL_4,Sherpur(Bogura)_132kV,Bogura_132kV,0.75,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Bogura-Sirajganj at Sherpur (Bogura)
Rajshahi_Amnura_TL_1,Rajshahi_132kV,Amnura_132kV,0.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,False,LILO of Rajshahi-Chapai-Nawabganj-Amnura atRajshahi)N)
Rajshahi_Amnura_TL_2,Rajshahi_132kV,Amnura_132kV,0.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,False,LILO of Rajshahi-Chapai-Nawabganj-Amnura atRajshahi)N)
Rajshahi_Amnura_TL_3,Rajshahi_132kV,Amnura_132kV,0.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,False,LILO of Rajshahi-Chapai-Nawabganj-Amnura atRajshahi)N)
Rajshahi_Amnura_TL_4,Rajshahi_132kV,Amnura_132kV,0.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,False,LILO of Rajshahi-Chapai-Nawabganj-Amnura atRajshahi)N)
Rampura_230kV_Aftabnagar_TL_1,Rampura_230kV,Aftabnagar_132kV,3.5,0.015,0.12,2e-05,132,2,XLPE,False,Rampura-Aftabnagar
Rampura_230kV_Aftabnagar_TL_2,Rampura_230kV,Aftabnagar_132kV,3.5,0.015,0.12,2e-05,132,2,XLPE,False,Rampura-Aftabnagar
LILO_Chauddagram_Feni_TL_1,Chauddagram_132kV,Feni_132kV,0.75,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Feni-Cumilla(N) at Chowddagram
LILO_Chauddagram_Feni_TL_2,Chauddagram_132kV,Feni_132kV,0.75,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Feni-Cumilla(N) at Chowddagram
LILO_Chauddagram_Feni_TL_3,Chauddagram_132kV,Feni_132kV,0.75,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Feni-Cumilla(N) at Chowddagram
LILO_Chauddagram_Feni_TL_4,Chauddagram_132kV,Feni_132kV,0.75,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Feni-Cumilla(N) at Chowddagram
LILO_Gopalganj (N)_230kV_Faridpur_TL_1,Gopalganj (N)_230kV,Faridpur_132kV,1.5,0.065,0.39,2.73e-06,132,4,ACCC Grosbeak,True,LILO of Faridpur-Madaripur line at Gopalganj(N)
LILO_Gopalganj (N)_230kV_Faridpur_TL_2,Gopalganj (N)_230kV,Faridpur_132kV,1.5,0.065,0.39,2.73e-06,132,4,ACCC Grosbeak,True,LILO of Faridpur-Madaripur line at Gopalganj(N)
LILO_Gopalganj (N)_230kV_Faridpur_TL_3,Gopalganj (N)_230kV,Faridpur_132kV,1.5,0.065,0.39,2.73e-06,132,4,ACCC Grosbeak,True,LILO of Faridpur-Madaripur line at Gopalganj(N)
LILO_Gopalganj (N)_230kV_Faridpur_TL_4,Gopalganj (N)_230kV,Faridpur_132kV,1.5,0.065,0.39,2.73e-06,132,4,ACCC Grosbeak,True,LILO of Faridpur-Madaripur line at Gopalganj(N)
LILO_Gopalganj (N)_230kV_Gopalganj_TL_1,Gopalganj (N)_230kV,Gopalganj_132kV,10.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Gopalanj-Madaripur line at Gopalganj(N)
LILO_Gopalganj (N)_230kV_Gopalganj_TL_2,Gopalganj (N)_230kV,Gopalganj_132kV,10.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Gopalanj-Madaripur line at Gopalganj(N)
LILO_Gopalganj (N)_230kV_Gopalganj_TL_3,Gopalganj (N)_230kV,Gopalganj_132kV,10.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Gopalanj-Madaripur line at Gopalganj(N)
LILO_Gopalganj (N)_230kV_Gopalganj_TL_4,Gopalganj (N)_230kV,Gopalganj_132kV,10.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILO of Gopalanj-Madaripur line at Gopalganj(N)
Kodda_Rajendrapur_TL_1,Kodda_132kV,Rajendrapur_132kV,24.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Kodda - Rajendrapur
Kodda_Rajendrapur_TL_2,Kodda_132kV,Rajendrapur_132kV,24.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Kodda - Rajendrapur
LILO_Bogura_Rangpur_TL_1,Bogura_132kV,Rangpur_132kV,1.5,0.064,0.4,2.73e-06,132,4,AAAC,True,LILO of Rangpur-Palashbari at Confidence PP
LILO_Bogura_Rangpur_TL_2,Bogura_132kV,Rangpur_132kV,1.5,0.064,0.4,2.73e-06,132,4,AAAC,True,LILO of Rangpur-Palashbari at Confidence PP
LILO_Bogura_Rangpur_TL_3,Bogura_132kV,Rangpur_132kV,1.5,0.064,0.4,2.73e-06,132,4,AAAC,True,LILO of Rangpur-Palashbari at Confidence PP
LILO_Bogura_Rangpur_TL_4,Bogura_132kV,Rangpur_132kV,1.5,0.064,0.4,2.73e-06,132,4,AAAC,True,LILO of Rangpur-Palashbari at Confidence PP
LILO_Rampur_Khulshi_TL_1,Rampur_132kV,Khulshi_132kV,1.5,0.015,0.12,2e-05,132,4,XLPE,True,LILO of Khulshi - Halishahar at Rampur
LILO_Rampur_Khulshi_TL_2,Rampur_132kV,Khulshi_132kV,1.5,0.015,0.12,2e-05,132,4,XLPE,True,LILO of Khulshi - Halishahar at Rampur
LILO_Rampur_Khulshi_TL_3,Rampur_132kV,Khulshi_132kV,1.5,0.015,0.12,2e-05,132,4,XLPE,True,LILO of Khulshi - Halishahar at Rampur
LILO_Rampur_Khulshi_TL_4,Rampur_132kV,Khulshi_132kV,1.5,0.015,0.12,2e-05,132,4,XLPE,True,LILO of Khulshi - Halishahar at Rampur
Rampur_Agrabad_TL_1,Rampur_132kV,Agrabad_132kV,4.5,0.015,0.12,2e-05,132,2,XLPE,False,Rampur-Agrabad
Rampur_Agrabad_TL_2,Rampur_132kV,Agrabad_132kV,4.5,0.015,0.12,2e-05,132,2,XLPE,False,Rampur-Agrabad
Keraniganj_Sreenagar_TL_1,Keraniganj_132kV,Sreenagar_132kV,16.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Keraniganj-Sreenagar
Keraniganj_Sreenagar_TL_2,Keraniganj_132kV,Sreenagar_132kV,16.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Keraniganj-Sreenagar
Keraniganj_Nawabganj_TL_1,Keraniganj_132kV,Nawabganj_132kV,27.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Keraniganj-Nawabganj
Keraniganj_Nawabganj_TL_2,Keraniganj_132kV,Nawabganj_132kV,27.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Keraniganj-Nawabganj
LILO_Fatullah_Shyampur_TL_1,Fatullah_132kV,Shyampur_132kV,2.0,0.015,0.12,2e-05,132,2,XLPE,True,LILO of Shyampur-Haripur at Fatullah
LILO_Fatullah_Shyampur_TL_2,Fatullah_132kV,Shyampur_132kV,2.0,0.015,0.12,2e-05,132,2,XLPE,True,LILO of Shyampur-Haripur at Fatullah
Dhaka University (DU)_Dhanmondi_TL_1,Dhaka University (DU)_132kV,Dhanmondi_132kV,2.0,0.015,0.12,2e-05,132,2,XLPE,False,DU- Dhanmondi
Dhaka University (DU)_Dhanmondi_TL_2,Dhaka University (DU)_132kV,Dhanmondi_132kV,2.0,0.015,0.12,2e-05,132,2,XLPE,False,DU- Dhanmondi
Bagerhat_Mongla_TL_1,Bagerhat_132kV,Mongla_132kV,28.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Bagerhat-Mongla
Bagerhat_Mongla_TL_2,Bagerhat_132kV,Mongla_132kV,28.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Bagerhat-Mongla
Baghabari_Bhangura_TL_1,Baghabari_132kV,Bhangura_132kV,25.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Baghabari-Bangura
Baghabari_Bhangura_TL_2,Baghabari_132kV,Bhangura_132kV,25.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Baghabari-Bangura
Bakerganj_Barguna_TL_1,Bakerganj_132kV,Barguna_132kV,50.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Bakerganj-Barguna
Gallamari_Gopalganj_TL_1,Gallamari_132kV,Gopalganj_132kV,52.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Gallamari- Gopalganj
Gallamari_Gopalganj_TL_2,Gallamari_132kV,Gopalganj_132kV,52.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Gallamari- Gopalganj
Gopalganj_Madaripur_TL_1,Gopalganj_132kV,Madaripur_132kV,45.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Gopalganj - Madaripur 2nd Ckt
LILO_Mithapukur_Rangpur_TL_1,Mithapukur_132kV,Rangpur_132kV,0.5,0.0852,0.4097,2.73e-06,132,4,Grosbeak,True,LILI of Rangpur-Palashbari line at Mithapukur
